Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y
d21_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,12093,1228,2836,61,1355.836066,2992.311475,13861,1501,2861,17414,1162,2343,12093,1338.029108,2826.293393,9435,1358.885003,2957.575411,611495,1401.451866,2475.119157,7476,1398.807919,3035.832397,11961,1334.15492,2828.925592
d25_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,10411,943,2606,54,1455.685185,1031.611111,23866,2070,2137,32843,2354,2905,10411,960.2414754,2605.291615,12467,2361.548167,2163.704821,283992,853.2026959,2602.344165,14041,2341.360943,3610.013318,9663,929.1466418,2454.228811
d25_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,10687,1786,3668,50,1680.6,3770.42,23741,1767,3697,24670,1770,3692,10687,1771.251521,3658.412744,10832,1800.903988,3925.011632,304352,1902.166097,2969.948941,16679,1863.753163,3686.343426,8885,1807.93776,3518.216995
d25_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,12940,1531,3137,57,1530.947368,1061.684211,23206,1554,3421,24606,1540,3386,12940,1484.826739,3130.02527,10542,1274.889205,2842.073326,745129,1826.997771,2941.936419,11391,1507.394083,1207.089105,15222,1376.530022,1588.742544
d25_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,18865,2074,3231,60,1595.083333,640.85,26664,2062,3694,26871,1751,2212,18865,2029.625073,3231.000318,15348,2046.628681,4029.351903,381000,1975.416591,3510.191696,20475,1605.336752,890.9830525,18422,2037.535121,3253.878243
d25_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,13655,1307,3548,58,1535.086207,2301.258621,23766,1650,2276,27538,1502,2945,13655,1434.08788,3548.07089,10360,1403.868822,2955.517181,371039,1853.393045,2647.030091,7967,1500.556797,2064.128405,13451,1435.849379,3549.029366
d25_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,10017,1565,1804,70,1682.557143,460.8428571,12349,1571,1258,12226,1502,2050,8537,1488.401898,1930.545508,5519,1580.607356,1034.940025,483178,1823.131434,1603.786762,6023,1708.520339,480.8729869,5133,1559.920125,1663.084356
d25_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,10478,1218,2175,56,1880.232143,1102.875,15128,1378,2877,15679,1374,2866,10478,1288.810842,2194.577782,6971,1267.707646,2424.271123,634654,1482.215744,2393.358023,7791,1271.98755,2568.94545,9412,1398.872928,2631.226519
d25_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,15562,1939,2220,63,1769.412698,1032.698413,13981,1875,1819,15255,1977,2669,9234,1978.631904,2574.367013,6563,1836.406674,1569.002895,403111,1468.684722,1027.411314,9381,1739.044665,1016.768148,9750,1938.429641,1516.792205
d25_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,7657,1100,2921,70,2409.928571,3814.842857,32533,2188,3000,30766,2438,3121,7657,1119.419616,2927.176962,10672,2340.347358,3105.694153,347253,2119.112627,3751.916251,13085,2274.672144,1976.233703,6428,809.2896702,4017.004512
d25_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,13870,2453,2652,83,2389.180723,2613.650602,24067,1956,1900,40231,2269,2428,13870,2467.538861,2645.873107,10341,2335.743062,2777.994391,534473,2518.543113,2331.157853,14841,2306.161377,2387.840105,13773,2468.513323,2650.402454
d25_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,7245,1600,3235,61,1538.901639,664.5081967,20702,2514,2244,20382,1470,2330,7245,1596.136922,3234.583989,9255,1530.520583,2993.210373,378587,1452.934369,2208.475257,8875,1607.64507,703.4357183,6826,2638.196015,2476.627454
d25_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,13383,2013,2669,51,2155.235294,3289.431373,21141,2076,3014,21052,1686,1896,13383,1951.501009,2690.542106,10782,1306.802449,1735.380263,358092,2027.891419,2204.936622,15952,1487.673709,847.3275451,13383,1951.501009,2690.542106
d25_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,8094,2550,2091,49,1929.285714,1133.346939,18771,1354,2230,13973,1366,2363,8094,2552.740054,2088.711885,8357,1576.743927,2686.902836,509794,2158.801812,1223.220138,7237,1585.974022,2740.136797,9806,1720.396288,1739.948603
d25_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,9001,2194,2597,54,2011.833333,1672.722222,14830,2206,2230,14816,2206,2230,9001,2177.963226,2593.240084,6959,2142.258802,2523.650956,656039,2132.397136,2141.825661,5903,2013.019143,1265.91445,12247,2115.25002,2055.116355
d25_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,12677,970,2621,75,922.1733333,2033.613333,15283,933,2413,17151,970,2659,12677,1029.857853,2630.983513,8884,941.6462179,2823.567875,598744,954.7696344,1932.621559,7936,911.9440524,2761.192288,12892,1026.418942,2617.46556
d25_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,7860,1842,2891,72,1994.569444,2277.541667,21908,2148,2553,21908,2148,2553,7860,1927.657888,2883.351145,7759,2065.480217,3214.570821,449374,1988.96338,2387.612183,12087,2047.677587,3046.874659,7860,1927.657888,2883.351145
d25_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,23622,1353,3044,76,1260.776316,2093.842105,26893,1538,1933,28401,1426,2129,23622,1292.651554,3080.561256,12041,1291.846192,1888.715306,706161,1374.419097,2576.061759,16218,1271.707609,2369.353928,10841,1280.549765,2753.80214
d25_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,16292,1119,2393,86,1462.825581,1400.94186,31927,1344,1841,33660,1641,1929,16292,1185.387,2428.725755,13023,1129.711894,1628.940183,456541,1400.177892,1303.201999,14985,1205.91705,2060.388922,18559,1204.897301,2246.488604
d25_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,11660,1712,2799,56,1546.089286,2908.339286,24583,1485,2384,24454,1423,3645,11660,1749.286707,2809.949914,12835,1414.985197,2988.061628,649859,1516.045411,2416.60135,15295,1460.559464,1195.52697,10064,1464.236188,3105.48599
d25_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,15547,1832,2439,49,1586.020408,4184.836735,26944,1799,2344,29381,956,2608,15547,1857.210137,2434.036985,15865,1551.237756,4060.279105,483391,1952.769187,3328.395047,14433,1847.326058,2601.332155,18143,1865.854875,2299.200739
d25_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,18211,1872,2936,66,1643.454545,1990.19697,22731,1452,2417,24517,1902,3081,18211,1870.667399,2935.558893,9117,1909.699792,3810.597346,555271,1417.416296,2361.736039,10396,1868.432955,3765.46364,16984,1875.15968,2959.217911
d25_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,10116,2166,2567,66,1944.5,2283.863636,18552,1788,2226,23736,2171,2738,10116,2160.974397,2567.309806,8038,1914.22207,2020.189102,726800,2010.466914,1519.630382,9219,1914.200998,1695.248834,9392,1144.956346,2440.710285
d25_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,14831,1580,3077,62,1914.596774,1525.580645,18483,1463,2314,19188,1469,2357,14831,1537.73016,3073.4349,8011,1743.613656,2143.51654,431402,1385.813142,2784.291035,6837,1589.11584,1603.412462,10339,1510.513783,2267.23039
d25_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,12477,1238,3147,69,1119.608696,1561.014493,24881,1254,3026,18985,1196,3382,12477,1274.607919,3153.149395,8582,1108.628175,2991.068166,677542,1290.195753,2296.59194,12115,1166.952456,3601.929922,13794,2411.92417,2673.906699
d25_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,6566,1004,2830,52,713.9615385,3030.75,14327,709,2971,21028,1037,2658,6566,1015.560006,2832.420195,6174,826.6997085,2947.43505,476252,1257.706395,2758.772986,9401,810.6807786,3177.460377,5149,972.002719,2945.217906
d25_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,5349,1381,3188,52,1511.884615,3741.865385,14894,1362,2411,16269,1385,2645,5349,1396.655824,3182.993644,5973,1955.068977,2714.225347,382883,873.6446695,2220.416091,5973,1955.068977,2714.225347,5039,912.4842231,2504.918436
d25_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,5138,2699,1987,83,700.9759036,2822.650602,21821,735,2653,21821,735,2653,5138,2704.311211,1989.466135,8105,700.0871067,2717.069833,380749,872.34232,2480.370685,12003,789.7305674,2174.545114,5138,2704.311211,1989.466135
d25_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,4000,2508,2911,54,1326.62963,672.6666667,15607,1340,2942,14301,1351,2670,4000,2513.5655,2913.87575,8297,2554.594673,2538.552127,391045,1470.930791,2729.758672,6103,1477.181222,559.6155989,4000,2513.5655,2913.87575
d25_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,2756,228,1786,56,1224.178571,2512.589286,8396,1221,2519,9897,1325,2422,2756,235.2812046,1789.067489,3119,2505.975954,2490.268676,314825,2579.324075,2625.261533,3889,301.1064541,1673.929545,3045,248.7720854,1762.543842
d25_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,2491,688,2204,63,729.8571429,2414.063492,8462,768,2283,8458,768,2283,2491,692.4592533,2205.5833,4598,732.6100478,2259.379513,358253,1947.225321,2055.149883,5661,749.7028793,2255.376435,2289,684.0096112,2221.437746
d25_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,3047,851,2181,70,677.1,1926.028571,11537,846,2176,11537,846,2176,3047,867.3193305,2183.561864,3687,727.9335503,2205.945755,379871,871.1039432,1630.648523,3002,864.8774151,2187.113591,3047,867.3193305,2183.561864
d25_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,5333,584,2441,53,2454.924528,2798,8474,595,2350,8474,595,2350,5333,584.4955935,2440.796925,3281,614.541908,2324.840902,216802,848.9951015,2083.49137,3743,518.9986642,2746.534865,5333,584.4955935,2440.796925
d25_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,5442,1334,3593,56,1151.75,2098.357143,17518,1188,2802,22637,1241,2632,5442,1340.095921,3591.598677,9627,1160.750909,2365.340293,345098,1454.605127,3076.816803,9484,1161.090046,2356.431569,5442,1340.095921,3591.598677
d25_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,5891,853,2510,47,2524.297872,3173.808511,24530,1677,1880,25165,2069,2743,5891,852.7703276,2510.298421,13288,2384.715081,2871.909392,398181,906.3971762,2209.943475,12993,1542.792196,589.3137074,6912,2119.856481,1278.605758
d25_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,3864,977,2158,66,1614.848485,862.7727273,13770,1265,3348,17746,1258,3070,3864,976.943323,2157.233696,5838,623.9573484,2981.894998,343151,1463.792182,3219.298836,5389,1590.40694,702.9703099,3864,976.943323,2157.233696
d25_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,4770,730,2747,61,1270.491803,1048.754098,18660,701,3195,26789,999,2779,4770,744.7607966,2750.675052,7082,2689.648546,2028.907371,316466,867.6921059,3691.451853,8163,808.2352076,2899.791498,4653,744.3793252,2748.046207
d25_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,5014,2391,2502,58,1038.810345,2120.775862,7692,2394,2557,7694,2394,2557,5014,2405.398484,2502.095732,4288,1011.909981,2121.366371,498539,2578.385258,2263.507563,4429,1015.075412,2113.888011,5014,2405.398484,2502.095732
d25_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,2980,1079,2440,60,835.6333333,2777.416667,16755,606,2406,16752,606,2406,2980,1077.742953,2439.939933,7687,834.4169377,2043.322623,383552,871.6881909,2449.970134,7777,820.1038961,2211.761862,2980,1077.742953,2439.939933
d25_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,4209,1566,2360,64,1591.703125,2457.015625,8451,1586,2303,8470,1586,2303,4209,1573.305773,2362.237349,4987,1571.40766,2493.081612,360302,1887.966004,2061.791253,4765,1710.814481,2086.859811,4209,1573.305773,2362.237349
d25_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,5073,1651,3432,62,2452.306452,2525.66129,13072,2439,2287,15050,1662,2635,5073,1620.671003,3439.283856,7089,1631.098603,3279.604175,347343,2595.484504,2504.598964,8856,2570.540425,1928.094738,5073,1620.671003,3439.283856
d25_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,9137,1418,3471,74,1427.189189,1533.851351,21330,1528,2039,23777,1349,2844,9137,1427.718507,3485.675057,9468,1438.540135,1884.367554,354461,1460.612242,2532.989387,11184,1349.042471,2716.009657,8237,1431.382542,3497.899357
d25_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,10025,996,2755,53,1732.773585,3183.301887,26135,1101,2171,25613,1101,2171,9714,936.0272802,2723.593267,13765,837.8682891,2281.538177,361597,1943.217278,2089.102733,13318,1923.129974,2333.686815,9713,936.0449912,2723.512509
d25_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,13335,1766,3341,46,643.6956522,1760.152174,27608,1774,2669,33809,1810,3020,13335,1778.765129,3342.541207,14357,1785.366929,2416.654594,424603,851.4013231,2799.743947,17954,755.9699788,3623.146318,13335,1778.765129,3342.541207
d25_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,10723,1234,3301,58,1130.448276,3335.034483,26236,1256,1662,27242,1222,3092,10723,1195.579689,3308.695235,12923,875.9646367,1848.383889,462465,1244.894695,2795.173803,10173,2146.930404,2882.89364,8891,1186.178158,3204.276009
d25_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,8661,777,2353,56,999.6785714,1703.446429,16679,1221,2056,16048,1308,3018,8661,777.4714236,2353.07782,8583,1004.890015,1988.690668,501779,817.7907386,1791.516652,10312,1576.596683,3189.765807,6914,769.693665,2131.690338
d25_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,10298,1045,2528,68,1646.485294,3308.367647,16093,1751,2203,22310,1015,2697,10298,1036.295786,2528.274811,8154,1078.815305,2228.977925,437409,1293.473648,2149.343573,10831,1070.01348,2290.676207,10797,1043.915254,2495.506715
d25_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,6541,1715,2162,96,1558.46875,1977.072917,11857,1445,2503,14946,1431,2434,6541,1716.73261,2163.535851,6522,1526.972094,2586.180466,361892,1459.459825,1608.653258,8048,1536.458623,2511.962848,6488,1466.908292,2078.557491
d25_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,15791,1479,3024,69,1380.550725,3052.101449,15700,1217,2242,16273,1335,3062,15791,1404.928504,2992.059654,7935,1397.162823,2796.677379,774445,1448.72376,2596.600768,13656,1424.054189,3101.828793,13698,1385.64002,2894.240692
d29_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,10559,901,2673,95,2280.357895,3527.105263,25731,2045,2220,36488,2308,2986,9594,2154.238587,2571.223994,15303,2368.009671,2263.981376,364748,2402.833891,3191.697325,18434,2315.173809,3631.518119,7670,912.2919166,2699.074707
d29_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,12457,1715,3885,47,1612.404255,2510.808511,27243,1635,4035,27097,1635,4035,12457,1731.17436,3886.50879,12283,1769.697142,4281.055524,413450,1625.723759,3277.277784,17582,1903.775225,3788.70612,8557,1798.56854,3582.290873
d29_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,14035,1534,3275,60,1158.8,3712.233333,25643,1539,3719,26464,1542,3707,14035,1485.05928,3285.545921,11876,1228.708656,3898.129926,799067,1813.922007,2953.784613,16465,1689.933009,1050.464865,14552,1357.225742,1671.225399
d29_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,19651,2074,3407,49,2002.77551,1938.183673,29583,2110,3849,29439,1710,2158,19651,2028.60918,3394.666327,12967,2045.238297,4382.090075,411991,1961.998061,3396.838921,25771,1611.790191,977.4996314,19181,2038.358897,3424.359679
d29_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,17271,1306,3790,52,1642.307692,1196.557692,25243,1639,2353,25585,1630,2407,8414,1430.117067,3197.412764,10954,1484.604711,2189.970148,422707,1785.238326,2748.369462,13023,1470.018122,2590.540198,8263,1432.750696,3190.312719
d29_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,8616,1563,1407,87,1758.436782,553.3218391,15706,1616,1175,17592,1551,1986,6935,1287.138717,1527.407498,8969,1636.066005,970.5299364,460431,1094.00905,945.6415815,15527,1723.923295,708.4667354,6911,1287.145276,1525.55853
d29_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,13184,1248,2096,64,1229.65625,2675.109375,17856,1337,2868,18249,1337,2868,13184,1296.962454,2107.644114,8745,1623.846655,1533.457519,605957,1142.001637,2358.755531,10386,1676.1373,842.4197959,11123,1348.64524,1765.371752
d29_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,17316,1930,2140,49,1640.816327,942.2653061,16557,1881,1758,17352,1985,2769,17316,1961.998325,2135.313063,8221,1895.420144,2005.578275,252763,2097.666969,2209.71031,11360,1710.307658,864.3848592,9394,1934.191825,1583.976581
d29_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,10381,802,4296,64,1746.109375,942.4375,35503,2239,3181,34665,2427,3404,10381,833.9339177,4296.398998,12039,2450.87092,4291.37744,376785,888.5114482,3935.772645,14436,2268.514062,2070.074744,10381,833.9339177,4296.398998
d29_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,15699,2508,2843,53,1758.90566,600.5283019,33251,2049,2178,33445,2051,2183,15699,2504.24543,2847.07045,14045,2308.705874,2489.577572,429049,2575.996178,2292.449235,16945,1746.236766,682.0234878,15589,2505.519212,2852.803579
d29_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,18908,1566,3800,48,2776.541667,3256.916667,24243,1599,2796,23877,1542,2635,11458,1451.926427,4105.70693,10981,1401.278117,2423.599035,513938,1683.778574,3867.503827,10302,1399.810911,2489.615803,8403,1406.323932,4234.244794
d29_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,13882,2036,2811,75,1533.773333,947.64,26633,1725,2090,26576,1719,2076,13882,1958.608846,2834.623181,11679,2132.090076,2847.572224,583430,2032.76336,2575.316232,18431,1494.671423,910.8600727,13834,1958.156426,2832.08349
d29_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,8463,1277,2043,64,1494.90625,2740.59375,16718,1809,1881,16149,1743,2600,8463,1270.849817,2044.773603,7389,1606.995534,2262.735553,398025,1373.684723,1669.599495,7512,1654.183307,812.4530085,10136,1714.776539,1726.654203
d29_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,13224,2345,3022,65,2210.907692,2366.215385,18028,2149,2409,18093,2149,2409,12111,2344.853191,3121.158286,7880,2103.156599,2721.620939,622459,2119.048954,2095.824106,9060,2188.860817,3022.430684,13686,2075.262823,2240.356423
d29_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,14880,992,2933,75,1493.146667,3619.293333,18488,938,2650,18214,1254,3436,14880,1082.623051,2932.718548,9188,954.2224641,3089.512734,617792,1240.480482,2362.846987,10897,916.2737451,2961.398734,15441,1072.269089,2894.082313
d29_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,10047,1886,3143,61,2096.344262,2004.213115,27004,2156,2876,27004,2156,2876,10047,1963.159849,3123.411765,9203,2008.200261,2906.001739,457397,1992.07929,2293.527594,14312,2118.881708,3382.565539,6011,2304.350358,1984.891699
d29_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,22507,1392,3471,73,1731.30137,931.890411,31290,1411,2468,35489,1336,3102,22507,1311.753677,3471.324521,12049,2722.271807,2449.635405,510494,1420.881632,2213.663781,16572,1272.535783,2534.057989,11546,1347.236012,4075.289711
d29_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,17852,1133,2443,61,1384.032787,1239.885246,34647,1340,2114,32708,1324,2159,17850,1204.864874,2478.904706,13449,1125.472972,1909.917466,439606,1425.013471,1174.39219,18028,1415.181662,1030.198414,18466,1205.407235,2311.194574
d29_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,10012,1463,3156,57,1642.912281,3420.421053,30015,1453,2559,29734,1453,2559,10012,1451.539453,3160.219836,15104,1426.648106,3378.255032,512870,1233.587377,3333.920455,14324,882.2912594,2461.737015,9997,1451.525758,3159.317195
d29_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,15177,1817,2497,54,806.6666667,3390.074074,30360,1199,4059,34528,948,2713,15177,1844.144561,2494.448573,17651,1491.371707,4376.244462,589840,1543.974429,3550.843781,16982,1481.110823,4393.358556,17695,1852.141339,2362.215372
d29_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,20337,1919,3274,55,1868.963636,2579.563636,25514,1440,2706,25203,1441,2700,19090,1865.494238,3335.888057,12109,1704.747295,3752.13651,353758,1944.398247,3078.249594,8843,1866.892797,3794.843379,20037,1864.432849,3273.680641
d29_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,10388,1188,2759,57,2152,2852.105263,21324,1773,2496,29078,1933,3118,10388,1168.031671,2763.103677,9972,1924.321701,2299.923486,360725,2007.966504,2792.46508,9816,2216.803586,3978.027608,10170,1137.348574,2574.874533
d29_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,14555,1568,3274,49,1775.306122,3270.795918,21290,1538,2605,21796,1564,2698,7536,1564.787818,3853.661624,9401,1789.762153,3264.089565,529177,1824.500626,1776.907553,14049,1505.770731,1799.883906,10263,1508.088765,2328.384098
d29_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,22948,1167,3512,65,1194.784615,3918.169231,20802,1335,2701,27406,1205,3332,22948,1205.102405,3519.688513,9884,1091.236645,3362.548867,648619,1002.731377,2583.859716,18406,1182.934858,3777.758937,15484,2453.32666,2922.619284
d29_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,6348,993,2892,63,822.952381,2900.68254,16198,889,3358,18240,690,3135,6348,1002.939509,2897.877442,7087,791.8260195,3168.321151,493064,1260.857416,2748.906531,9417,1408.483063,765.9720718,4941,958.5976523,3012.99494
d29_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,7161,1375,3102,58,1086.155172,2581.724138,16084,1392,2587,15803,1392,2582,6912,1402.126591,3110.530671,10567,1160.324974,2517.130879,378159,1456.174466,2767.602173,6882,1512.474571,804.2150538,6913,1402.140605,3110.611167
d29_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,11490,759,3200,61,1462.295082,723.6885246,23608,735,2761,23608,735,2761,11490,830.8697128,3157.075631,9831,704.0462822,2954.315736,433394,855.2233557,2255.284632,11876,788.2121927,2247.948973,7740,860.5232558,3487.421189
d29_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,6775,1251,3775,59,1375.898305,791.8135593,17738,1535,1935,16476,1464,3258,4429,2544.689095,2991.962971,7844,1434.371494,2468.723355,387118,1486.416718,2639.50675,12194,1456.324176,780.9982778,4409,2544.92606,2991.146292
d29_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,3695,981,3325,55,2509.509091,2294.727273,8818,1096,3039,8814,1096,3039,3695,976.9036536,3320.569147,4922,939.5388054,3422.934376,268480,2591.420847,2635.745966,4582,2500.019206,2730.905718,3695,976.9036536,3320.569147
d29_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,2477,677,2272,82,728.2560976,2331.560976,7700,753,2440,7697,753,2440,2477,681.5264433,2273.390795,3470,716,2422.554467,376146,870.0401387,2475.244897,5470,736.0822669,2323.017733,2285,673.5308534,2288.50547
d29_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,3843,667,3139,53,620.2830189,2361.528302,11752,777,2502,11752,777,2502,3843,656.3814728,3139.162633,6119,810.9297271,2090.061938,360440,1320.754866,2057.13104,3843,656.3814728,3139.162633,3843,656.3814728,3139.162633
d29_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,5249,591,2503,65,2472.215385,3155.907692,8752,526,2728,8752,526,2728,5249,590.8915984,2502.699181,4486,2476.225591,3101.472804,491708,2959.553509,2642.664905,4855,2475.096395,3074.301957,5037,594.4228708,2485.660711
d29_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,5543,1335,3662,66,1550.5,718.3787879,18553,1214,2820,23603,1244,2680,5543,1340.723074,3659.778279,9795,1164.167432,2413.710465,343480,1453.326042,3082.823972,10151,1165.751355,2389.679145,5424,1344.297382,3667.439897
d29_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,6081,972,1582,64,1645.6875,703.859375,25937,1665,1913,27131,1972,2422,5815,841.2995701,2576.126225,10597,1879.621402,1522.088138,344865,2187.919467,3209.938564,14247,1525.361339,650.8989261,6499,2103.117249,1339.939375
d29_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,4844,1376,4218,46,1528.652174,767.7826087,16781,1229,3556,21304,1158,3207,4844,1385.728324,4194.473782,7220,1283.8259,3179.684072,350583,1456.279885,3622.629817,9525,1544.758425,652.8258268,3834,963.5863328,2223.925926
d29_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,8398,737,4480,74,881.5,2380.472973,27262,1096,2156,29616,1074,2344,8398,748.4025959,4482.538223,13713,769.9585065,2705.980238,411476,873.8020395,3842.434929,14218,766.6379941,2729.53587,8398,748.4025959,4482.538223
d29_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,4933,2362,2581,59,1044.881356,2142.932203,7299,2366,2665,7302,2366,2665,4933,2376.245084,2581.098926,4148,967.807377,2208.770733,362009,2568.588347,2124.287816,4371,973.643331,2197.394875,4933,2376.245084,2581.098926
d29_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,2953,1058,2510,56,715.9464286,2073.160714,16102,584,2476,16097,584,2476,2953,1056.059939,2510.091771,9079,857.4359511,2262.739949,386165,878.0798519,2213.020328,6435,807.8923077,2279.973427,2953,1056.059939,2510.091771
d29_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,6603,1490,2614,64,1011.59375,2056.6875,12657,1500,2572,10959,1539,2501,6603,1500.102681,2616.684689,4690,1582.553518,2537.628145,359506,1448.527296,2197.041649,8949,1616.794949,2421.555369,5300,1012.239245,2030.03
d29_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,10006,2404,3100,67,2229.925373,2921.462687,17614,2429,2516,25751,2394,2955,10005,2389.69905,3095.458871,8600,2491.036279,2451.286395,401983,2197.043892,2693.965324,7922,2587.271775,1940.17281,9940,2389.750101,3093.95664
d29_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,8304,1445,3568,71,1508.478873,1793.267606,21496,1524,2093,25079,1352,2934,8304,1429.099831,3567.894388,9293,1438.049822,1930.862047,361020,1461.443563,2580.102086,9185,1385.7816,3223.802722,8304,1429.099831,3567.894388
