Image_name,data_type,Genotype,Treatment,Replication,Group,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d11_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,107,73,490.119405,0.148943,194.717188,0.430736,0.435429,0.917964,956.125199,74.640527,667.442157,34.65835,451.443839,4.017216,8.454095,201.221301,2.778041,26.559323,632.15536,8.727474,1.713361,71.390445,1.536721
d11_18_G03_0_2_T,glasshouse_b2,CALINGIRI,T0,R2,T,69,45,438.326538,0.102663,162.290656,0.407983,0.435429,1.026315,858.999207,60.514756,563.748311,52.660855,376.923145,8.742538,13.189758,159.985578,6.226635,41.436848,502.749911,19.561552,2.724341,54.24274,3.547675
d11_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,81,47,416.29104,0.112902,157.303175,0.413846,0.435429,1.026315,821.263441,58.836906,545.114112,34.182546,378.043609,4.064885,8.524085,161.78033,3.210796,26.779202,508.247896,10.087013,1.756779,55.016655,2.063471
d11_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,103,57,437.361594,0.130327,164.376235,0.410548,0.435429,0.649099,860.476789,60.581043,566.755635,43.844495,393.034002,0.483097,10.791049,169.251687,0.304323,33.90108,531.898494,0.95606,2.194667,58.235708,0.150668
d11_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,95,47,337.649981,0.139197,123.328259,0.401617,0.435429,0.929368,664.809667,45.003845,427.727341,48.351217,287.679426,1.619338,11.771698,123.131804,1.24634,36.981879,386.829971,3.915492,2.391473,41.848347,0.764025
d11_22_G03_1_2_T,glasshouse_b2,CALINGIRI,T1,R2,T,58,24,276.415534,0.086826,106.759497,0.414719,0.435429,0.580571,548.587959,38.846603,361.163948,29.776319,246.639215,0,7.173715,107.78834,0,22.53689,338.627059,0,1.44498,37.401623,0
d11_23_G03_1_3_T,glasshouse_b2,CALINGIRI,T1,R3,T,71,41,224.952961,0.18226,81.985353,0.397816,0.435429,0.580571,440.650227,29.915757,282.975774,36.922285,188.030676,0,8.445808,81.628179,0,26.533287,256.442487,0,1.613794,28.301963,0
d11_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,72,40,367.938876,0.108714,140.576414,0.413836,0.435429,0.598439,725.630959,51.853265,480.818663,39.769295,328.169581,0,9.83676,143.212574,0,30.903094,449.915569,0,2.010293,49.842973,0
d11_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,40,16,166.277741,0.096225,60.592374,0.396607,0.410526,0.929368,328.853454,22.210051,208.218669,32.284123,131.976206,2.017412,7.839554,56.8999,1.538607,24.628684,178.756308,4.833677,1.578446,19.700539,0.931065
d11_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,39,23,155.980107,0.147455,60.997903,0.41785,0.435429,0.615789,306.608788,22.795211,207.515981,15.49168,139.872637,0.615789,3.609667,62.065525,0.379196,11.340103,194.984599,1.19128,0.712059,21.899758,0.183394
d11_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,62,32,229.817687,0.139241,84.597592,0.395162,0.410526,0.580571,453.767769,30.320373,288.913723,30.096665,199.721022,0,6.985175,84.978919,0,21.944576,266.969147,0,1.354427,28.965946,0
d11_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,84,48,243.659084,0.196997,89.521875,0.399794,0.410526,0.615789,474.322207,32.638462,309.043138,31.701415,211.855038,0.102631,7.48367,90.824617,0.063199,23.510642,285.333949,0.198547,1.470274,31.137622,0.030566
d11_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,31,17,111.260634,0.152794,38.267205,0.377413,0.410526,0.580571,219.240082,13.473997,132.602055,27.366874,83.89376,0,6.271215,35.93733,0,19.701603,112.900452,0,1.190665,12.283332,0
d11_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,19,7,93.699966,0.074707,35.981495,0.412036,0.435429,0.580571,186.954189,13.162187,122.063112,11.192357,82.507609,0,2.874148,35.979747,0,9.029403,113.033708,0,0.604661,12.557526,0
d11_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,65,41,154.167894,0.265944,53.919576,0.384097,0.410526,0.598439,297.420381,19.596738,189.554227,25.702004,128.46589,0,5.899815,54.43717,0,18.534815,171.019412,0,1.136341,18.460397,0
d11_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,27,15,88.037259,0.170382,32.437065,0.402088,0.435429,0.598439,172.177542,12.045798,112.500068,14.250672,73.786586,0,3.521477,32.288407,0,11.063045,101.437023,0,0.720855,11.324943,0
d11_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,73,38,238.590865,0.159268,89.96427,0.408933,0.435429,0.580571,468.836383,33.197385,308.70459,27.816005,210.77486,0,6.841325,91.422398,0,21.492655,287.211935,0,1.392821,31.804564,0
d11_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,114,62,502.536502,0.123374,194.006195,0.416,0.435429,0.973648,990.069945,72.356961,659.22918,53.474247,445.377837,3.684419,11.486809,195.47165,2.857153,36.086874,614.166293,8.976012,2.087569,68.493623,1.775769
d11_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,79,65,263.588974,0.246596,91.93925,0.386,0.410526,0.725714,508.427328,33.269217,322.428514,45.406733,217.173534,1.008706,10.907353,91.069331,0.6555,34.26646,286.10274,2.059314,2.174766,30.758755,0.335696
d11_36_G05_0_4_S,glasshouse_b2,Hartog,T0,R4,S,124,70,423.803126,0.165171,154.016808,0.393317,0.410526,0.725714,830.616725,55.880902,528.806632,75.761854,345.861108,2.180164,17.65961,149.230823,1.433946,55.479302,468.822457,4.504873,3.462703,51.674684,0.743516
d11_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,37,11,151.290521,0.072708,56.573949,0.400394,0.435429,0.580571,301.158789,20.278738,191.13503,23.301104,127.989417,0,5.129264,55.710906,0,16.114058,175.020973,0,0.959518,19.31922,0
d11_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,62,28,244.318484,0.114605,91.681186,0.403452,0.435429,0.580571,483.766504,33.203572,312.7597,32.082247,212.236237,0,7.962081,91.592423,0,25.013615,287.746084,0,1.636385,31.567187,0
d11_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,32,18,114.942765,0.1566,45.329732,0.424715,0.435429,0.598439,225.875608,17.118839,154.195535,12.459153,102.483612,0,3.061191,46.020773,0,9.617014,144.578521,0,0.619049,16.49979,0
d11_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,34,16,90.373247,0.177044,32.426532,0.387174,0.422977,0.580571,177.965129,11.620328,111.148292,18.901286,71.471961,0,4.299128,31.080472,0,13.506109,97.642184,0,0.823771,10.796557,0
d11_41_G06_0_1_S,glasshouse_b2,3811,T0,R1,S,64,40,309.439958,0.129266,121.653476,0.424262,0.435429,0.598439,608.679908,45.745875,415.361035,20.623255,288.816703,0,4.796564,127.41696,0,15.068849,400.292186,0,0.938282,44.807593,0
d11_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,87,47,333.32975,0.141002,122.217004,0.39614,0.410526,0.598439,657.262935,44.295176,419.260843,50.065007,283.264743,0,11.538341,121.91653,0,36.248768,383.012076,0,2.249721,42.045455,0
d11_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,85,61,313.604757,0.194512,116.265732,0.405166,0.435429,0.598439,609.501567,43.137331,402.289972,41.711999,271.892758,0,10.11194,117.940936,0,31.767595,370.522377,0,2.022159,41.115173,0
d11_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,112,68,475.584578,0.142982,176.41571,0.402703,0.410526,1.105375,929.751888,65.158097,605.853154,59.641048,410.880254,5.063276,13.40068,175.213718,4.23465,42.099477,550.450131,13.303546,2.551314,59.758855,2.847927
d11_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,86,44,253.836541,0.17334,90.864861,0.389306,0.435429,0.615789,497.751793,32.488842,313.131006,45.799651,207.831628,0.205263,10.757461,88.788836,0.126399,33.795559,278.938354,0.397093,2.1096,30.318111,0.061131
d11_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,56,34,192.04185,0.177045,73.279643,0.417392,0.435429,0.973648,372.990952,28.324542,253.26913,24.832398,162.786867,4.422585,5.846272,71.390745,3.381051,18.366604,224.280642,10.621885,1.159629,25.104719,2.060193
d11_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,64,42,210.999502,0.199053,77.72993,0.400914,0.435429,0.781618,410.588047,28.688582,268.565553,28.507387,178.75789,3.734224,6.874732,76.034172,2.578167,21.597606,238.868395,8.099552,1.369369,25.915023,1.40419
d11_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,99,65,283.770973,0.229058,105.532376,0.406996,0.435429,0.615789,550.19295,39.860595,367.525159,38.58627,245.009499,0.175203,8.927599,107.951405,0.107888,28.046878,339.139341,0.33894,1.740469,38.067947,0.052179
d15_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,138,78,518.501698,0.150433,197.045031,0.414009,0.435429,0.649099,1017.817348,74.024015,675.419699,70.458616,447.825368,0.217714,15.981213,198.837093,0.136483,50.206462,624.784462,0.428775,3.049333,70.907441,0.067241
d15_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,101,61,520.71986,0.117146,208.073317,0.430613,0.435429,0.725714,1024.892916,78.827842,707.728835,35.18698,484.819617,0.713263,8.547964,216.24076,0.488361,26.854221,679.340382,1.534232,1.719018,76.845181,0.263643
d15_03_G01_0_3_T,glasshouse_b2,Gladius,T0,R3,T,101,65,539.607532,0.120458,203.070035,0.409694,0.435429,0.725714,1060.27554,75.058933,696.946562,64.794505,467.769693,7.043335,15.690004,201.426054,4.728922,49.291601,632.798613,14.856348,3.151896,69.402184,2.504853
d15_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,89,55,553.483111,0.099371,210.264227,0.411736,0.435429,0.870857,1092.420473,76.533844,715.877996,57.159917,495.332097,0.991097,14.074186,213.052824,0.744033,44.215359,669.325188,2.337449,2.874506,73.217048,0.442291
d15_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,89,51,446.285959,0.114277,168.668524,0.408491,0.435429,0.649099,880.099428,60.937086,575.197388,48.608421,397.242109,0.435429,11.752748,171.058048,0.280219,36.922348,537.394707,0.880333,2.367358,58.428042,0.141687
d15_06_G01_1_2_T,glasshouse_b2,Gladius,T1,R2,T,58,36,428.129765,0.084087,152.189294,0.389468,0.410526,0.580571,848.302827,52.999619,526.311535,63.73636,364.393405,0,17.292113,150.238052,0,54.324774,471.986761,0,3.7786,49.22102,0
d15_07_G01_1_3_T,glasshouse_b2,Gladius,T1,R3,T,78,54,520.152106,0.103816,192.87914,0.407888,0.435429,0.846321,1025.601755,70.181135,668.854869,48.559868,470.878976,0.713263,12.978217,199.390699,0.534201,40.772271,626.404356,1.678243,2.80132,67.064781,0.315034
d15_08_G01_1_4_T,glasshouse_b2,Gladius,T1,R4,T,66,48,488.102726,0.09834,180.03914,0.406296,0.435429,0.870857,963.279925,66.046932,622.767542,56.31735,421.286536,10.498839,14.409003,176.12277,7.701292,45.267219,553.306,24.194323,3.029833,58.551791,4.465308
d15_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,71,35,464.402751,0.075366,185.395284,0.427035,0.435429,0.598439,922.572904,68.695398,622.768184,31.468228,432.934523,0,7.247137,190.986133,0,22.767553,600.000631,0,1.407771,67.287627,0
d15_10_G02_0_1_T,glasshouse_b2,5489,T0,R2,T,82,66,522.62487,0.126286,192.631609,0.400258,0.410526,1.016,1022.615482,68.695275,656.035566,56.687135,463.895421,2.042315,12.511397,194.582737,1.728472,39.305714,611.299696,5.430156,2.33092,65.193819,1.170536
d15_11_G02_0_3_T,glasshouse_b2,5489,T0,R3,T,103,69,481.096682,0.143422,187.45453,0.41856,0.435429,0.725714,944.64942,69.075803,633.292099,50.744823,429.741228,0.610631,12.243394,188.932262,0.40748,38.463756,593.548206,1.280137,2.45527,66.406461,0.214072
d15_12_G02_0_4_T,glasshouse_b2,5489,T0,R4,T,81,51,478.281199,0.106632,188.391987,0.426582,0.435429,0.615789,942.864373,70.91559,641.195668,37.749746,440.458881,0.072571,8.942676,195.111555,0.044689,28.094246,612.961028,0.140394,1.764525,69.129452,0.021613
d15_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,59,33,398.748955,0.082759,155.033265,0.416022,0.435429,0.598439,789.733134,55.507257,520.471298,25.163944,373.585011,0,5.809689,159.861471,0,18.251676,502.219622,0,1.117527,54.389731,0
d15_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,48,28,329.50843,0.084975,120.526421,0.40122,0.435429,0.598439,651.680218,42.622272,412.899021,34.400779,295.107651,0,8.138484,123.291357,0,25.567801,387.331221,0,1.605718,41.016554,0
d15_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,79,41,285.081898,0.143818,104.026125,0.396177,0.435429,0.725714,560.532792,37.769003,357.467472,51.410417,233.351135,0.320346,12.051111,101.520823,0.213496,37.859683,318.937071,0.670718,2.362152,35.294842,0.11201
d15_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,60,28,273.503765,0.102375,104.015592,0.412485,0.435429,0.598439,540.920075,38.058389,353.210248,31.74179,241.761975,0,6.955821,105.474493,0,21.852358,331.357891,0,1.293446,36.764943,0
d15_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,108,74,638.286182,0.115935,245.992925,0.420732,0.435429,0.649099,1254.635895,91.56106,845.596074,41.618798,596.594812,0.072571,10.176561,258.890817,0.047106,31.970609,813.477477,0.147988,2.066421,89.470624,0.024015
d15_18_G03_0_2_T,glasshouse_b2,CALINGIRI,T0,R2,T,101,65,606.638996,0.107148,225.7902,0.407826,0.435429,0.917964,1194.719819,82.700673,778.941949,67.437136,534.864298,4.337562,16.73984,228.199095,3.005988,52.589759,716.908601,9.443589,3.424754,77.622542,1.653377
d15_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,104,60,575.967347,0.104173,214.172054,0.408059,0.435429,1.026315,1135.711624,79.132896,742.365136,72.984761,498.519627,4.46296,19.130262,213.646336,3.525563,60.099491,671.189761,11.075884,4.082992,72.80399,2.245915
d15_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,107,55,607.976594,0.090464,221.713842,0.399992,0.435429,0.598439,1204.533167,79.092798,764.850624,67.172638,540.803956,0,16.754116,226.705399,0,52.634609,712.216015,0,3.440819,75.651978,0
d15_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,104,62,499.854721,0.124036,174.451264,0.388254,0.435429,0.740086,983.177225,62.126782,610.351189,96.598917,400.753157,2.502646,24.229242,168.278378,1.773198,76.118408,528.662115,5.570666,5.023172,56.114424,0.989187
d15_22_G03_1_2_T,glasshouse_b2,CALINGIRI,T1,R2,T,50,22,400.0774,0.054989,154.459204,0.416572,0.435429,0.580571,796.512892,55.631629,523.093291,27.513268,372.564132,0,6.935685,159.536772,0,21.789098,501.304193,0,1.43555,54.196079,0
d15_23_G03_1_3_T,glasshouse_b2,CALINGIRI,T1,R3,T,82,50,330.042217,0.151496,123.997119,0.40729,0.435429,0.580571,648.607315,45.119071,424.289225,38.879577,291.16264,0,9.036417,126.019038,0,28.388741,395.900484,0,1.752511,43.36656,0
d15_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,84,48,491.459872,0.097668,180.523668,0.401263,0.435429,0.580571,974.124379,64.801822,620.383713,56.176113,435.283758,0,12.086946,185.387323,0,37.97226,582.411453,0,2.198937,62.602885,0
d15_25_G04_0_1_S,glasshouse_b2,Forrest,T0,R1,S,65,25,260.067521,0.096129,92.202581,0.385995,0.410526,0.821052,514.865618,33.354945,316.4831,60.404635,197.718045,1.944841,13.354312,85.899458,1.485929,41.953809,269.861107,4.668184,2.486221,29.971862,0.896862
d15_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,41,21,214.534201,0.097886,84.587059,0.424242,0.435429,0.615789,424.233156,31.806439,288.305376,17.413755,196.299394,0.821052,4.294016,86.97084,0.505595,13.49005,273.226953,1.588373,0.877157,30.684757,0.244526
d15_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,75,51,321.601835,0.158581,120.157758,0.406509,0.435429,0.580571,630.188849,43.922835,412.63448,37.120254,284.481581,0,9.104108,122.241527,0,28.601397,384.033083,0,1.835356,42.087479,0
d15_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,107,67,329.123262,0.203571,116.529063,0.387751,0.410526,0.725714,642.340411,41.496096,403.850679,54.007149,274.868338,0.247774,12.779166,115.604107,0.16639,40.146935,363.181014,0.52273,2.50495,38.903151,0.087995
d15_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,47,25,157.35057,0.158881,52.144728,0.363763,0.410526,0.580571,310.635371,17.883738,181.296355,44.570209,112.780362,0,10.831866,46.876556,0,34.029312,147.267043,0,2.179455,15.704283,0
d15_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,52,22,151.948088,0.144786,51.691799,0.367661,0.410526,0.580571,299.741111,17.651935,178.451779,33.842455,118.105633,0,8.077947,48.701466,0,25.377618,153.074161,0,1.602779,16.049156,0
d15_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,71,39,202.484779,0.192607,67.833966,0.363308,0.410526,0.580571,397.437968,22.913771,234.53864,44.585681,157.899097,0,10.695063,63.960905,0,33.599531,200.939109,0,2.13446,20.779311,0
d15_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,27,15,97.696552,0.153537,35.5233,0.392198,0.410526,0.580571,192.802415,12.734196,121.707913,17.912325,79.784227,0,4.604591,34.13624,0,14.465751,107.242162,0,0.966075,11.768121,0
d15_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,86,36,367.712464,0.097903,134.946406,0.398691,0.435429,0.580571,731.195156,48.784764,462.736175,57.700113,310.012351,0,13.302758,133.990741,0,41.791847,420.944328,0,2.574434,46.21033,0
d15_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,152,88,650.932559,0.135191,247.330644,0.412432,0.435429,0.917964,1278.417102,91.582814,844.831988,77.454281,570.016731,3.461547,17.074294,249.307842,2.502929,53.640478,783.328328,7.863183,3.161257,86.985628,1.43593
d15_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,110,62,348.065075,0.178128,118.556708,0.372546,0.410526,0.649099,680.674053,41.968003,412.564028,76.424945,271.114521,0.525609,16.71193,114.281779,0.3295,52.502077,359.026796,1.035155,3.095785,38.709884,0.162334
d15_36_G05_0_4_S,glasshouse_b2,Hartog,T0,R4,S,150,72,474.913523,0.151607,168.794922,0.386091,0.435429,0.725714,936.894226,61.096198,580.76484,108.944757,364.857428,1.111338,24.03727,160.092635,0.733285,75.51531,502.945847,2.303684,4.495552,56.219016,0.38163
d15_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,51,23,233.204955,0.098626,86.698971,0.400877,0.435429,0.580571,461.882559,31.417065,295.494903,37.603718,195.601237,0,8.678159,85.38079,0,27.26324,268.231663,0,1.687087,29.729978,0
d15_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,102,50,385.162322,0.129815,143.378252,0.40227,0.435429,0.580571,761.819566,52.667133,489.630938,62.103319,323.059003,0,13.468862,142.385506,0,42.313679,447.31726,0,2.48631,50.180823,0
d15_39_G05_1_3_S,glasshouse_b2,Hartog,T1,R3,S,71,47,186.350181,0.252213,70.398806,0.409319,0.435429,0.580571,362.007827,25.92694,241.92241,23.766593,162.583588,0,5.918946,71.087349,0,18.594916,223.327494,0,1.211361,24.71558,0
d15_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,52,24,204.519863,0.117348,79.099249,0.419784,0.435429,0.580571,403.642767,30.275474,270.705648,29.425028,175.094834,0,6.78143,79.386854,0,21.30449,249.401158,0,1.318773,28.956701,0
d15_41_G06_0_1_S,glasshouse_b2,3811,T0,R1,S,87,59,459.601899,0.128372,174.888393,0.41278,0.435429,0.870857,902.951553,64.103047,598.94807,37.917655,420.850741,0.833503,9.281055,180.717714,0.652323,29.157295,567.741443,2.049333,1.888898,61.8107,0.403449
d15_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,127,71,554.160575,0.128122,207.551922,0.408255,0.435429,0.740086,1086.63975,77.605006,716.54316,76.478505,476.45565,1.22642,17.699679,209.550031,0.833062,55.605182,658.320837,2.617141,3.461535,73.696262,0.447208
d15_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,113,67,493.402513,0.135792,181.756055,0.400907,0.435429,0.781618,968.877229,66.047363,623.080453,75.950393,416.080557,1.371563,17.593235,179.757623,0.98181,55.270778,564.725227,3.084448,3.42021,62.073648,0.553506
d15_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,161,115,669.955122,0.171653,244.686805,0.4014,0.410526,0.973648,1300.261557,91.631648,849.674832,93.072611,561.101797,15.780715,20.374263,238.836988,11.248648,64.007636,750.328525,35.33867,3.786465,81.451911,6.393272
d15_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,91,43,324.324913,0.132583,114.80688,0.385549,0.435429,0.580571,639.320675,40.246081,393.489317,60.561344,263.763569,0,13.322894,111.928646,0,41.855107,351.634211,0,2.475356,37.770725,0
d15_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,63,31,295.059616,0.105064,110.99912,0.406408,0.435429,0.598439,583.618229,40.019383,378.277161,33.154095,261.905521,0,8.042861,112.366499,0,25.267393,353.009769,0,1.631235,38.388148,0
d15_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,78,46,331.141104,0.138914,122.011606,0.402537,0.435429,0.88287,650.687869,44.675004,422.03779,41.371024,286.664096,3.105984,10.062192,122.077555,2.199053,31.61131,383.517951,6.908529,2.033931,41.408668,1.232406
d15_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,114,76,407.667429,0.186426,149.261058,0.399734,0.435429,0.740086,798.119438,54.615381,516.421099,56.876925,350.119752,0.670752,13.230651,150.686817,0.464473,41.565316,473.396599,1.459184,2.572062,51.789267,0.254052
d31_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,259,167,908.168758,0.183887,328.557605,0.398232,0.435429,0.821052,1767.561918,121.583473,1138.097601,165.085287,735.615023,7.468448,37.293554,319.812539,5.104763,117.161154,1004.899361,16.037086,7.104556,111.719675,2.759241
d31_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,219,145,1004.240056,0.144388,394.532456,0.430304,0.435429,0.917964,1962.397836,154.256228,1362.156812,97.019025,896.942042,10.278989,21.778615,404.521898,7.287467,68.419537,1270.843022,22.894253,4.107411,146.049657,4.09916
d31_03_G01_0_3_T,glasshouse_b2,Gladius,T0,R3,T,211,145,993.447114,0.145956,373.88207,0.414552,0.435429,0.88287,1942.687242,141.335528,1294.5452,126.619623,858.743254,8.084237,31.412121,375.165907,5.488507,98.684089,1178.618457,17.242654,6.4472,131.940399,2.94793
d31_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,277,183,1181.717967,0.154859,426.990588,0.40117,0.435429,1.016,2305.374214,158.952874,1487.532485,208.689301,963.245226,9.78344,48.932501,417.381103,7.105954,153.725985,1311.482487,22.324014,9.6261,145.213733,4.113042
d31_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,233,147,883.751954,0.166336,320.436489,0.39842,0.435429,0.870857,1727.796352,117.252947,1111.261868,149.71458,725.382881,8.654494,37.431598,309.899402,6.394639,117.594832,973.577686,20.08935,7.714604,105.798811,3.739532
d31_06_G01_1_2_T,glasshouse_b2,Gladius,T1,R2,T,201,135,636.361604,0.212144,209.168772,0.366862,0.324549,0.740086,1234.706309,75.244301,739.603528,241.150825,385.979986,9.230792,61.682535,167.734019,6.006561,193.781399,526.95196,18.870168,12.951764,59.208083,3.084454
d31_07_G01_1_3_T,glasshouse_b2,Gladius,T1,R3,T,155,109,766.891968,0.142132,268.286494,0.388779,0.410526,0.781618,1503.351454,97.445632,940.55902,189.325243,571.556999,6.009726,50.565727,244.853745,3.931785,158.856916,769.350037,12.352067,10.923571,84.491315,2.030745
d31_08_G01_1_4_T,glasshouse_b2,Gladius,T1,R4,T,233,145,721.886268,0.200863,240.836911,0.371603,0.410526,0.870857,1403.153381,85.622979,845.591598,239.278859,471.032449,11.57496,61.337924,199.752324,8.0033,192.698771,627.74972,25.143107,12.875594,68.374186,4.373199
d31_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,262,166,1033.028906,0.160693,398.940611,0.425686,0.435429,1.026315,2012.457801,158.651704,1380.970371,147.990108,863.731089,21.30771,31.673228,392.58132,15.268264,99.504381,1233.499323,47.966667,5.76603,144.17056,8.715114
d31_10_G02_0_1_T,glasshouse_b2,5489,T0,R2,T,306,234,1234.166291,0.189602,455.904289,0.408851,0.435429,1.231578,2388.86516,173.982078,1585.487428,167.18824,1046.084255,20.893796,37.76047,451.069487,15.748331,118.721612,1417.15058,49.615236,7.200343,156.997683,9.784052
d31_11_G02_0_3_T,glasshouse_b2,5489,T0,R3,T,229,169,948.062717,0.178258,358.550962,0.415869,0.435429,0.917964,1838.696595,138.611989,1241.723493,131.54682,790.5992,25.916697,29.955799,346.411639,18.885426,94.108917,1088.28426,59.330316,5.743649,121.956917,10.911423
d31_12_G02_0_4_T,glasshouse_b2,5489,T0,R4,T,205,147,1028.071131,0.142986,390.245434,0.415066,0.435429,0.917964,2014.049278,147.102641,1344.266213,127.883397,889.280504,10.907229,31.466156,388.985726,7.396655,98.853845,1222.034699,23.37767,6.426069,136.648676,4.027896
d31_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,129,87,608.24228,0.143035,220.239191,0.397167,0.410526,0.725714,1190.303732,79.182871,758.620852,91.493648,511.43456,5.314072,23.617513,214.469437,3.389567,74.196605,673.775607,10.64864,4.9839,72.495529,1.703442
d31_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,88,64,664.81638,0.096267,238.135139,0.394249,0.435429,0.725714,1312.842453,83.768734,819.277183,119.776912,543.467798,1.571669,32.012099,227.769544,1.002384,100.568974,715.559127,3.149083,6.917007,76.348832,0.502896
d31_15_G02_1_3_T,glasshouse_b2,5489,T1,R3,T,198,126,767.115966,0.164252,274.1693,0.392308,0.435429,0.725714,1501.174793,99.914957,948.613573,148.680086,617.444783,0.991097,33.825984,267.442551,0.684544,106.267461,840.195554,2.150558,6.507896,93.034584,0.372478
d31_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,182,128,713.312614,0.179444,257.295075,0.394819,0.410526,0.725714,1388.79171,92.867709,888.972976,112.172751,599.024976,2.114886,27.204328,254.350692,1.370437,85.464918,799.202705,4.305354,5.48751,86.68036,0.699839
