Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Custom_points,Custom_center_x,Custom_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d6_T024_28.10.23,field,3811,na,R9,S,36999,1266,3807,55,1320.363636,1746.345455,215310,1000,2164,234583,892,2261,33805,1264.771661,3807.071498,98845,1363.942465,3731.134048,657003,1372.371752,3470.963509,90335,1421.081607,3736.21304,33574,1265.007863,3805.921278,1093,563,3759.058178,0.149772,686.029094,0.202862,0.18932,0.71842,7419.131982,132.535935,2396.227164,3495.909716,262.697322,0.45114,672.574703,89.842991,0.294689,2112.955745,282.345625,0.925794,107.77242,24.611931,0.151584
d33_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,19236,1435,3206,50,552.96,3404.52,21379,1170,2712,20567,1182,2701,19236,1444.685226,3208.752183,9633,1420.641545,3310.262016,574740,1422.790208,2608.383156,9473,1668.702734,4045.621556,15342,1390.817299,3028.746252,158,120,739.956706,0.162172,261.208168,0.39038,0.410526,0.725714,1444.950555,93.338641,910.03251,125.92345,611.072414,2.960841,31.435978,256.239383,1.996984,98.759038,804.999762,6.27371,6.475644,85.800612,1.062384
d35_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,4358,2084,3676,76,793.6842105,1767.578947,16093,1184,1791,16192,787,2446,4358,2087.340294,3678.609454,9313,852.3719532,1951.470955,572719,1756.789101,3328.118819,5246,2091.209493,3601.251048,3964,660.1859233,3158.356963,137,83,470.338654,0.176469,158.0563,0.367204,0.410526,0.580571,922.046928,54.360085,547.781099,116.621856,353.716797,0,27.337602,147.026538,0,85.883609,461.897491,0,5.377155,48.98293,0
d1_T015_27.09.23,field,3811,na,R6,S,16162,247,776,59,581.3898305,4921.694915,183119,1003,1556,184152,978,1557,16162,234.6703997,783.1002351,107316,774.1104216,5711.473145,802165,271.9472403,2286.990117,72032,434.497987,2916.902168,11284,291.7735732,6519.845179,1024,302,3315.480978,0.091088,605.111693,0.200465,0.18932,0.61054,6593.828912,115.252812,2096.947796,3091.062405,224.376239,0.042333,590.402833,77.020122,0.025846,1854.805202,242.061395,0.081198,94.031131,21.209287,0.012394
d07_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,6092,1662,1130,80,1594.6625,249.6875,6871,1573,394,7993,1654,1077,6092,1691.805318,1121.09258,5065,1568.725765,295.0975321,376722,1464.123985,775.5687855,5065,1568.725765,295.0975321,5015,1649.102891,1034.400199,66,32,196.653125,0.162723,68.113096,0.374959,0.410526,0.580571,385.848117,23.307723,231.567026,39.535741,157.117384,0,8.451176,65.235344,0,26.550153,205.016873,0,1.534184,21.773539,0
d07_11_G02_0_3_T,glasshouse_b2,5489,T0,R3,T,3973,1510,1278,80,1474.5875,370.6625,6834,1519,1161,6585,1518,1180,3973,1494.373773,1278.162094,4827,1462.623161,339.3803605,374167,1456.454877,763.7577419,3250,1402.779077,332.356,3973,1494.373773,1278.162094,45,29,189.121535,0.153341,66.396181,0.381571,0.410526,0.580571,372.360879,22.824589,226.827702,36.783185,152.338351,0,9.010057,63.191443,0,28.305929,198.521773,0,1.808728,21.015861,0
d49_10_G02_0_1_T,glasshouse_b2,5489,T0,R2,T,17089,2491,2824,70,1826.614286,763.6,79565,2139,1616,84622,2233,1717,17080,2496.151464,2816.819145,44401,2576.266638,2277.772302,555325,2551.884226,2453.043711,43037,2630.832121,2350.772591,16887,2497.661515,2820.588382,866,674,2386.910031,0.282373,831.055612,0.396895,0.410526,2.177143,4509.135374,349.391287,2994.110211,615.347442,1641.200929,130.361659,138.573255,706.144461,108.159657,435.340721,2218.83551,339.933979,26.338514,245.96319,77.089583
d35_03_G01_0_3_T,glasshouse_b2,Gladius,T0,R3,T,14631,1361,1664,93,1705.978495,1118.483871,42759,1520,3742,43042,1522,3735,14631,1347.283303,1660.712255,23972,1783.928834,1097.786751,446832,1417.015778,1167.626408,23173,1755.035602,1077.963017,14631,1347.283303,1660.712255,257,171,1197.071583,0.142849,449.71602,0.411951,0.435429,0.781618,2344.680094,168.563669,1550.376655,163.306952,1026.683943,7.080689,39.881166,448.92357,4.671928,125.290377,1410.408983,14.677295,8.08382,158.04754,2.432309
d43_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,12364,1726,2945,54,1229.962963,3337.055556,69716,1521,1481,95806,1502,3180,12364,1758.697913,2942.697752,42695,1597.922356,1034.465511,887409,1484.989246,2599.473989,44093,1581.179779,1056.275577,12334,1758.715502,2942.82982,671,501,1921.556694,0.260726,701.496951,0.40995,0.435429,1.563236,3660.579129,285.211858,2499.612495,449.016634,1401.400896,71.139164,112.98592,628.196407,54.229223,355.002533,1973.865816,170.744147,23.465117,227.230201,34.516541
d49_17_G03_0_1_T,glasshouse_b2,CALINGIRI,T0,R1,T,30483,1405,3480,74,1924.5,1009.5,103845,1600,1390,148189,1409,2809,28766,1312.325871,3552.69457,64065,1716.564801,1000.605885,473799,1540.028252,415.4817043,50044,1802.413516,862.0600472,22502,1804.945027,666.2037152,965,767,2744.123452,0.279506,1011.59508,0.425066,0.435429,1.771694,5152.588522,462.84104,3693.002575,745.97638,1804.974872,193.172199,180.331599,836.459318,158.643227,566.528428,2628.081749,498.392398,36.316245,314.575812,111.948982
d05_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,1948,1418,557,66,1423.181818,555.7121212,1749,1428,540,1948,1418,557,1948,1412.00154,554.5025667,715,1464.064336,461.3440559,323263,1451.376106,288.2759425,797,1502.242158,297.4240903,2947,1445.680353,466.3227011,7,3,64.101505,0.046801,22.472634,0.379275,0.410526,0.580571,127.682559,7.581927,76.371785,10.28201,53.819495,0,2.506854,21.80304,0,7.875515,68.496271,0,0.497398,7.084529,0
d05_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,2273,1588,510,63,1475.555556,299.9206349,2640,1585,449,2876,1567,796,2273,1585.721953,509.5622525,1153,1583.172593,413.7692975,293962,1459.009586,275.4597737,1896,1495.230485,277.6308017,2672,1583.258608,475.4809132,18,12,87.451011,0.13722,34.591109,0.42721,0.435429,0.781618,171.698565,13.33293,118.711926,6.852659,78.273045,2.325307,1.64375,34.601763,1.541667,5.163993,108.704643,4.843289,0.330573,12.193349,0.809009
d19_31_G04_1_3_S,glasshouse_b2,Forrest,T1,R3,S,3070,853,2222,69,1286.449275,1548.362319,10156,912,2107,9624,1265,1591,3070,867.97557,2226.082085,3480,1253.670402,1613.236782,362929,1321.891915,2055.209002,3298,881.6167374,2226.842025,3070,867.97557,2226.082085,80,42,234.418495,0.179167,75.712818,0.352042,0.410526,0.580571,462.448935,24.832449,262.048595,57.443794,176.974701,0,13.181856,70.230802,0,41.412022,220.636572,0,2.538897,22.293552,0
d37_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,19148,2059,3525,67,1737.268657,1103.537313,39321,1718,2056,42593,1705,2164,19148,2051.828337,3522.950543,16814,1664.141192,1483.75568,413156,1965.830321,3400.083654,34851,1647.167599,964.9353247,16959,2085.897223,3667.718026,505,431,1399.713349,0.30792,499.553971,0.411335,0.435429,1.240101,2621.957117,206.124052,1816.527858,267.112107,1068.04206,64.559182,63.615315,465.526798,48.970443,199.853406,1462.688875,153.985578,12.643437,163.605611,29.875005
d19_38_G05_1_2_S,glasshouse_b2,Hartog,T1,R2,S,4410,2199,1810,56,1091.446429,1133.928571,17744,615,2264,22770,1050,1927,4410,2199.167347,1809.851701,8086,779.8732377,2755.827727,374228,2021.823086,1567.904598,5775,2181.508571,1752.601905,3186,2239.292216,1912.778092,118,64,466.412047,0.137218,174.087868,0.405442,0.435429,0.598439,917.17305,63.662644,596.401276,62.086595,404.325452,0,14.11588,175.724542,0,44.346346,552.05493,0,2.705179,60.957465,0
d21_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,3646,1514,2082,58,1531.137931,575.5344828,13608,1445,2532,15342,1463,2424,3646,1513.593801,2081.803072,5275,2644.9109,2303.875071,284643,1450.036495,2613.344034,5811,1525.143349,592.7351575,3646,1513.593801,2081.803072,145,89,442.837837,0.200977,157.071444,0.388286,0.435429,0.598439,864.42845,55.825121,543.643564,70.600737,372.237099,0,16.618938,156.428183,0,52.209935,491.433629,0,3.236526,52.588594,0
d45_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,7373,1304,2059,58,1889.862069,1048.551724,38477,1964,1698,42381,1923,2615,7373,1297.599213,2063.424793,17760,1736.144088,2340.874606,489563,1534.907497,1800.156826,38418,1580.333568,2275.431829,4591,1539.686778,2111.332607,500,314,1482.070772,0.211866,482.347949,0.36309,0.324549,1.056656,2866.873342,173.894681,1698.956329,542.995042,909.860238,29.215493,129.420203,389.581888,21.714507,406.585558,1224.012241,68.358529,25.712843,135.139687,13.042151
d29_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,20337,1919,3274,55,1868.963636,2579.563636,25514,1440,2706,25203,1441,2700,19090,1865.494238,3335.888057,12109,1704.747295,3752.13651,353758,1944.398247,3078.249594,8843,1866.892797,3794.843379,20037,1864.432849,3273.680641,178,152,962.296917,0.157955,337.073717,0.393604,0.435429,0.781618,1875.428341,122.286932,1193.220387,166.763189,788.488257,7.045471,45.060079,329.885712,4.868054,141.560415,1036.36653,15.293442,9.826616,109.807307,2.653009
d15_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,4073,1387,2053,58,1579.5,871.9482759,8642,1407,2106,13169,1461,1346,4073,1383.756199,2057.040265,4688,1551.724829,601.6772611,379287,1008.151526,2052.980759,2782,1524.034867,477.1894321,4073,1383.756199,2057.040265,41,21,214.534201,0.097886,84.587059,0.424242,0.435429,0.615789,424.233156,31.806439,288.305376,17.413755,196.299394,0.821052,4.294016,86.97084,0.505595,13.49005,273.226953,1.588373,0.877157,30.684757,0.244526
d27_24_G03_1_4_T,glasshouse_b2,CALINGIRI,T1,R4,T,21519,1178,3415,85,1043.811765,3106.6,27613,1185,3399,28435,1188,3389,21519,1182.810447,3416.875924,12480,1188.242308,3880.647035,610588,1324.850603,2525.48289,17157,1154.924637,3662.483534,14983,2425.262631,2855.810452,98,66,786.997794,0.083863,276.644608,0.388948,0.410526,0.649099,1555.44898,96.925831,962.988585,118.81609,668.109133,0.072571,31.527216,274.954465,0.047106,99.04567,863.794927,0.147988,6.792771,90.109046,0.024015
d43_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,11837,1967,3363,77,2213.064935,3863.051948,52435,1855,3774,52695,1850,3771,11837,2039.614767,3317.414379,23005,2414.65551,4126.410824,399563,2036.368247,3068.780748,31985,2321.80519,3919.480538,6678,2100.213237,3632.733603,455,335,1233.907102,0.271495,423.072228,0.384168,0.410526,1.026315,2359.529731,157.956757,1499.295131,294.980054,915.895599,23.031449,70.057799,390.105049,17.054062,220.093066,1225.625149,53.576915,13.912026,133.951841,10.092889
d15_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,6467,2014,2012,71,2356.760563,2610.802817,21664,2070,2302,21796,2072,2288,6467,2007.839184,2014.804855,9813,2282.806175,1764.125038,350863,2030.75243,1595.176519,5021,1341.855407,2469.274846,6270,2012.633971,2026.956938,71,35,464.402751,0.075366,185.395284,0.427035,0.435429,0.598439,922.572904,68.695398,622.768184,31.468228,432.934523,0,7.247137,190.986133,0,22.767553,600.000631,0,1.407771,67.287627,0
d43_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,13661,811,4403,58,778.8793103,4641.344828,62313,1326,4069,82970,2231,3374,13451,782.2696454,4417.952123,25514,2547.230854,2698.50584,420921,1492.467503,854.7306074,24323,2378.011841,4005.179789,12015,777.1439035,4380.84278,504,344,1492.433658,0.230496,545.979158,0.414613,0.435429,1.436841,2851.05354,230.769278,1950.242565,336.322787,1078.238403,77.872468,72.453279,488.022067,60.223476,227.618689,1533.285851,189.338025,13.255822,178.961458,38.551998
d31_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,6624,2125,1350,94,1597.829787,749.3723404,35959,1578,1048,47024,1960,2389,6624,2125.186745,1350.072464,22227,1593.982769,724.321006,380209,1453.26972,332.8549955,19752,1590.415198,673.6773491,6599,2124.675708,1348.727686,285,201,957.468776,0.209929,351.836031,0.409633,0.435429,1.105375,1841.7294,138.238276,1238.076322,147.698052,770.703492,39.067232,34.675303,329.672437,29.687331,108.935678,1035.875143,93.2655,6.790277,113.207498,18.240501
d3_T010_08.10.23,field,Gladius,na,R3,T,13918,876,5269,58,459.7931034,3827.793103,144920,1196,5259,149979,1213,5208,13918,874.0270872,5271.094266,58661,1542.477711,5988.318679,506044,1341.361751,5326.476134,125074,1302.517278,5446.251107,10467,864.575332,5349.170918,699,225,1958.522872,0.114882,346.468841,0.195686,0.18932,0.567961,3896.641203,64.570308,1205.445645,1842.138465,116.384407,0,344.604947,39.09525,0,1082.624295,122.82135,0,54.104095,10.466213,0
d25_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,10687,1786,3668,50,1680.6,3770.42,23741,1767,3697,24670,1770,3692,10687,1771.251521,3658.412744,10832,1800.903988,3925.011632,304352,1902.166097,2969.948941,16679,1863.753163,3686.343426,8885,1807.93776,3518.216995,164,112,821.94289,0.136263,326.951288,0.432274,0.435429,1.105375,1607.925783,126.278036,1122.559104,50.439064,762.170401,9.333424,11.959307,338.316275,7.046079,37.57127,1062.851924,22.13591,2.367573,119.62676,4.283703
d3_T012_08.10.23,field,Gladius,na,R5,T,44165,835,6318,58,1235.431034,2973.017241,207181,1127,5562,206565,1127,5565,42231,1110.818901,5271.507234,101995,1104.691681,4999.469513,701260,781.0177338,6186.493105,99481,1216.472281,5312.633307,40397,1117.44934,5271.823997,1071,427,3430.646618,0.124466,616.188732,0.200051,0.18932,0.682604,6773.64483,119.073355,2157.979978,3201.168892,228.508314,0.969412,606.142937,80.077085,0.617369,1904.254198,251.786257,1.939522,96.101218,22.662864,0.309274
d05_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,1498,1409,667,51,1422.078431,643.5294118,2341,1768,480,2341,1768,480,1498,1405.899866,666.5654206,1072,1789.337687,570.4934701,313246,1461.477966,284.366118,1603,1587.968185,341.4990643,1498,1405.899866,666.5654206,32,16,83.481616,0.191659,28.492372,0.375898,0.324549,0.929368,162.613219,10.721159,99.378096,24.555449,54.123117,4.80305,5.900435,22.051376,3.681219,18.536763,69.276442,11.564891,1.172042,7.314069,2.235047
d3_T006_08.10.23,field,3811,na,R3,S,40018,1706,6006,79,1292.316456,5760.455696,222649,1219,5291,275116,1223,2675,35836,1727.30408,6023.604922,128633,1301.132859,5898.388431,916981,1110.338395,5752.97638,172424,1250.511704,5628.354597,34325,1742.194843,6020.957465,1285,492,4440.98107,0.110786,776.971564,0.193275,0.18932,0.71842,8801.46506,143.48029,2708.156605,4213.332098,226.93356,0.715412,783.529296,77.996025,0.469148,2461.545806,245.136929,1.473871,121.750667,21.487245,0.242378
d07_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,4961,1605,890,54,1553.592593,366.962963,5872,1589,376,6804,1606,837,4961,1615.919774,889.7651683,3185,1591.95259,293.2894819,363578,1454.400071,759.4201052,2051,1528.345685,253.1911263,4961,1615.919774,889.7651683,44,32,154.650688,0.206918,59.786582,0.417075,0.435429,0.580571,301.294868,22.228257,203.373283,14.541843,140.108845,0,3.318169,61.417557,0,10.424337,192.948947,0,0.632065,21.596192,0
d17_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,3175,1769,2410,57,1143.947368,880.3859649,14991,1265,2483,17608,1269,2361,3175,1768.611339,2409.926929,6893,1159.709125,2219.954592,354496,866.850145,2056.362554,10649,1277.424735,797.838013,3302,1235.261357,989.2643852,117,55,423.989958,0.12972,155.644192,0.398595,0.435429,0.725714,837.589232,56.300798,534.429397,63.48181,359.511893,0.996255,15.016134,154.458561,0.639465,47.174577,485.245881,2.008939,2.972227,53.004697,0.323874
d13_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,6374,2000,1925,51,2239.529412,2359.843137,12438,2068,2128,11787,1877,1525,6213,1996.194109,1937.621278,5974,1744.310345,1269.559592,350408,2030.961716,1598.639751,5111,1582.674623,348.7315594,6213,1996.194109,1937.621278,95,53,391.369802,0.135422,155.18073,0.426395,0.435429,0.649099,768.990005,58.39848,525.546334,35.953069,355.314102,0.102631,8.403803,158.816173,0.066618,26.401326,498.935721,0.209286,1.643883,56.720635,0.033962
d35_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,3984,1465,2289,56,1308.571429,2052.482143,19496,1489,3102,19811,1491,3092,3984,1455.956074,2286.668424,9967,1370.577405,2538.598174,378947,1455.087324,1556.76061,6274,1500.170864,3364.205292,3294,1511.105647,3233.842441,160,82,569.832679,0.143902,182.187917,0.353457,0.410526,0.870857,1121.399972,61.551964,636.813306,210.229354,353.65674,5.946585,51.821865,146.486508,4.395598,162.803189,460.200937,13.80918,10.608255,48.37577,2.567939
d25_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,7860,1842,2891,72,1994.569444,2277.541667,21908,2148,2553,21908,2148,2553,7860,1927.657888,2883.351145,7759,2065.480217,3214.570821,449374,1988.96338,2387.612183,12087,2047.677587,3046.874659,7860,1927.657888,2883.351145,127,81,551.900546,0.146766,203.006836,0.401157,0.435429,0.649099,1082.207736,73.390844,696.526992,74.95075,476.128744,0.821052,17.258418,203.940578,0.512432,54.218918,640.698221,1.609853,3.345908,69.793619,0.251318
d45_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,19424,1440,3242,50,1754.4,4364.06,33002,1264,2856,28975,1530,2789,19421,1461.626796,3250.053962,13040,1754.516334,4491.666334,565541,1421.016209,2961.797104,12311,975.3673138,1811.921209,13560,1390.65826,2980.31674,393,259,1214.354139,0.213282,393.573933,0.365741,0.410526,1.105375,2337.804998,142.934913,1403.737593,371.275177,819.194265,23.884697,85.304251,343.832472,17.5739,267.99121,1080.255562,55.490822,16.504352,115.959557,10.471004
d27_16_G02_1_4_T,glasshouse_b2,5489,T1,R4,T,9379,1872,3089,47,550.4255319,2850.042553,27056,1858,3058,35952,1931,2249,9379,1950.859153,3070.944877,9622,2026.175223,1852.649553,461813,1992.787003,2292.053221,13952,2083.777236,3277.474126,6019,2309.291244,1989.351221,155,95,641.016946,0.148202,233.87445,0.397888,0.435429,0.725714,1257.952477,84.736733,803.398356,101.654167,538.106299,1.256481,23.240199,231.659699,0.806188,73.01124,727.854401,2.532715,4.484068,79.845252,0.407413
d37_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,19297,2356,3444,48,2162.875,3294.375,27883,1708,2829,29851,1708,2842,19296,2351.126451,3442.844631,16481,2086.939263,3443.22086,460893,2073.929908,3464.339793,17304,2396.277739,3158.361188,19076,2349.605106,3450.260327,262,182,1044.624559,0.174225,376.204646,0.398923,0.435429,0.917964,2030.414381,141.129046,1314.162451,201.753237,823.197538,19.673784,47.717597,355.735408,14.791278,149.909251,1117.78503,46.468171,9.434395,122.878706,8.815945
d13_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,2528,1301,1298,65,1179.338462,1503.123077,5870,1146,1544,6074,1152,1536,2528,1307.24644,1303.570016,2327,597.4202836,1417.67168,299716,880.5651317,1467.692702,3023,1521.892491,262.6983129,2004,604.9466068,1389.216068,65,37,169.041649,0.218881,59.797115,0.385082,0.410526,0.580571,330.459393,21.279652,207.619013,24.287929,144.75372,0,5.746928,60.340256,0,18.054507,189.564506,0,1.128227,20.151424,0
d07_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,5560,2014,851,47,2001.978723,858.8723404,11484,1519,1077,15361,1529,965,5560,1997.976079,859.2106115,7101,1400.789607,331.8212928,536412,1836.939082,465.7012856,4201,1551.321352,281.7105451,5396,2004.900667,872.7527798,72,36,323.261182,0.111365,115.307208,0.385326,0.410526,0.598439,640.707585,39.879122,391.986522,53.646428,269.614753,0,12.493015,112.28017,0,39.247965,352.738557,0,2.433374,37.445748,0
d2_T004_02.10.23,field,3811,na,R1,S,43448,1334,5151,82,374.2317073,4516.207317,206883,1067,5126,224883,1069,5022,43288,1295.203266,5092.628719,99712,1021.459433,3039.083771,462821,1851.640464,4788.773744,176839,1234.092683,5250.866443,20075,1200.82127,5354.701968,1044,411,3645.963774,0.112727,647.916267,0.196815,0.18932,0.644802,7225.676043,120.747623,2256.780277,3458.128428,187.588609,0.246737,653.68364,64.519143,0.15269,2053.60772,202.692866,0.47969,102.891443,17.781939,0.074241
d11_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,8734,1649,1344,49,1498.591837,630.8367347,10732,1621,873,11300,1611,914,8734,1701.902679,1330.9297,4924,1426.881194,1181.7829,429187,1901.865012,987.1362856,3420,1818.577485,1743.047953,8734,1701.902679,1330.9297,50,26,266.836776,0.097438,104.378988,0.419603,0.435429,0.598439,528.093211,38.349839,351.187519,26.905658,239.931117,0,6.144068,105.642391,0,19.302158,331.885361,0,1.176725,37.173114,0
d41_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,23001,1402,3607,62,1234.66129,1959.370968,52354,1679,1870,45941,1525,1768,10136,1362.943962,4102.417127,24908,1276.130801,1643.106231,506084,1427.041795,3415.381016,37915,1391.747013,1819.758143,10124,1362.886013,4101.65567,678,547,1832.885331,0.298437,633.915783,0.393865,0.410526,1.04664,3464.637701,249.976091,2287.208814,525.01323,1245.146065,62.726036,132.057828,552.985502,42.906053,414.871902,1737.403178,134.933734,27.361265,199.291323,23.323503
d11_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,4915,1639,1547,58,1653.327586,528.3275862,7666,1633,1559,7692,1633,1559,4915,1653.013021,1547.069583,4616,1593.111352,570.4696707,324814,1923.812807,1474.777423,2993,1655.659539,1777.387905,4915,1653.013021,1547.069583,56,34,192.04185,0.177045,73.279643,0.417392,0.435429,0.973648,372.990952,28.324542,253.26913,24.832398,162.786867,4.422585,5.846272,71.390745,3.381051,18.366604,224.280642,10.621885,1.159629,25.104719,2.060193
d41_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,6843,959,3950,57,1061.877193,2337.982456,22146,1399,2962,22917,1395,3006,6843,969.7729066,3953.039749,12368,1666.175614,3628.906937,370629,1455.905159,3797.907484,10733,1629.242616,4185.866207,6843,969.7729066,3953.039749,230,150,833.609584,0.17994,304.541853,0.403377,0.435429,0.781618,1625.054499,114.138242,1062.697874,129.726858,698.784233,5.098494,30.04771,304.771256,3.448274,94.397665,957.467138,10.833071,5.860748,106.435181,1.842313
d33_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,10806,803,4298,53,2517.754717,2707.830189,37872,2314,3393,28230,2276,4042,10806,832.7731816,4297.724042,12347,2493.230987,4371.583543,499555,442.6624456,3818.647901,24562,2456.173072,3918.116155,10337,834.2614879,4293.034536,248,152,1026.617718,0.148059,387.949191,0.415078,0.435429,0.870857,2006.794209,149.354564,1338.992476,154.793846,854.383077,17.440794,33.586169,380.222663,12.362281,105.514061,1194.641163,38.837252,6.164776,136.274476,6.915312
d13_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,4239,1363,1931,72,1481.819444,375.4305556,4886,1343,1874,5418,1471,1027,4239,1358.424628,1935.23331,2211,1384.488014,1335.030303,508933,1825.446957,1469.859591,2684,1486.837183,346.4068554,4239,1358.424628,1935.23331,29,17,169.541534,0.10027,67.812899,0.4316,0.435429,0.615789,333.108559,25.835893,231.714083,10.183651,159.255251,0.102631,2.549736,71.110639,0.063199,8.010231,223.505306,0.198547,0.52598,25.279348,0.030566
d09_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,3412,1621,860,56,1505.928571,1054.732143,7880,1634,729,10458,1587,1116,3412,1624.683177,860.2315358,4284,1565.087768,780.8370682,319070,1892.309054,875.1029931,5030,1511.811928,1096.320278,3412,1624.683177,860.2315358,65,43,250.34994,0.17176,96.300005,0.416145,0.435429,0.781618,488.938517,36.259194,328.90102,36.338692,211.015189,2.996059,8.585424,94.127653,1.979369,26.971904,295.710743,6.218373,1.693988,33.531752,1.033454
d33_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,8762,713,2962,54,1011.185185,1744.981481,38702,1104,2255,40056,1104,2255,8757,667.6990979,2953.55567,15802,912.398304,4256.824769,409178,877.040684,2281.452185,14576,872.4348244,2747.294594,8070,1272.209294,3996.833086,326,216,1305.373146,0.16547,454.008309,0.385145,0.410526,0.88287,2540.291065,166.046949,1585.385164,323.776324,962.984937,18.611885,76.483323,415.586301,12.550594,240.279445,1305.676866,39.428854,15.131602,144.204606,6.710741
d1_T019_27.09.23,field,Gladius,na,R7,T,166706,835,4612,65,903.5230769,3214.769231,350314,1026,5313,339719,1286,2657,130514,874.6676908,4828.929778,160690,1446.323617,3860.668119,981073,1156.893943,4986.254951,269760,960.0418594,5651.386911,119664,869.6495437,4953.912447,1556,951,6125.936981,0.155242,1174.544246,0.214587,0.18932,0.931333,11984.21057,243.763598,4132.26785,5485.810088,636.031561,4.095332,1091.119815,221.261635,2.868733,3427.885844,695.369616,9.012391,180.150412,62.019461,1.593724
d35_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,21838,2378,3174,65,2422.184615,4383.861538,28066,2126,1909,30578,2122,1975,21838,2346.893855,3176.361251,14116,2133.966704,2787.12376,646524,2093.180055,2492.077473,17006,2351.017053,4127.056157,17273,2412.510797,3589.652405,126,88,794.296715,0.11079,283.54387,0.394974,0.435429,0.725714,1560.225143,101.332106,981.518359,152.450931,640.794567,1.051218,39.761708,271.986916,0.678374,124.915089,854.472096,2.131173,8.451017,92.536213,0.344875
d6_T004_28.10.23,field,3811,na,R1,S,53158,1346,5164,70,822.4714286,5180.614286,211257,1077,5149,241121,1077,4980,45659,1300.509253,5137.953656,98637,1008.379999,3052.346918,455106,1859.221537,4794.797509,180092,1262.766092,5266.044072,40079,1334.063824,5137.977944,1053,469,3696.532346,0.126876,658.486138,0.197514,0.18932,0.644802,7317.4708,123.104716,2293.52679,3501.688964,194.589382,0.254,662.578729,67.284389,0.15872,2081.552468,211.475688,0.498634,104.310296,18.716483,0.077937
d07_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,5848,1515,1001,50,1625.98,831.02,9618,1495,1106,9743,1495,1102,5848,1519.864569,1001.360465,4065,1547.741451,327.197294,375505,1845.107961,874.2595385,3827,1536.129083,1260.03606,3864,1503.028209,1181.645963,53,29,251.644141,0.115242,92.787175,0.408051,0.435429,0.929368,494.368405,34.886572,325.360502,26.183332,220.785293,4.675516,6.659447,93.440693,3.465324,20.921271,293.552595,10.886636,1.392024,31.431382,2.063165
