Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Custom_points,Custom_center_x,Custom_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d29_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,13461,876,3107,69,784.9565217,2916.362319,29171,1003,2626,30056,1003,2626,13461,826.2036996,3087.542827,13700,517.5818248,3580.897737,358139,1944.980896,2085.742086,15446,1877.040787,2449.033148,13461,826.2036996,3087.542827,267,165,1055.409652,0.156337,388.423186,0.402704,0.435429,0.821052,2063.002607,145.482159,1347.746879,158.591945,884.861396,11.95631,35.372999,385.510301,8.117856,111.127553,1211.11633,25.502996,6.676961,134.455165,4.350033
d13_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,3167,1065,1630,57,1030.912281,1713.210526,3574,1050,1670,3574,1050,1670,3167,1063.634039,1630.045785,1386,1040.854257,1693.007937,305050,882.4878249,1467.051346,1755,1389.646154,344.2062678,3167,1063.634039,1630.045785,34,18,110.713144,0.162582,39.99992,0.390981,0.410526,0.580571,217.296125,14.32167,138.060808,16.190356,94.522788,0,4.069643,39.876477,0,12.78516,125.275648,0,0.843963,13.477707,0
d09_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,8513,1181,1210,67,1399.373134,271.641791,14271,1444,784,14536,1444,784,8513,1224.028545,1206.17021,4700,1267.267234,564.2210638,383817,879.1486359,886.845567,8233,1420.088425,315.8639621,11124,1515.461704,508.8945523,88,70,361.95155,0.193396,139.854888,0.428228,0.435429,1.026315,695.056873,56.161218,490.373897,34.192861,313.88244,13.876249,8.234705,137.091126,10.765029,25.870088,430.684474,33.819335,1.652039,47.810801,6.698378
d37_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,13052,1738,3880,57,1509.982456,2247.052632,30391,1544,4071,29957,1646,4059,13052,1750.145878,3887.03578,15162,1733.385635,2115.498549,427782,1652.022453,3267.816414,21733,1841.64432,4012.263976,9039,1811.3975,3606.990818,346,236,1118.485182,0.211,411.027486,0.409912,0.435429,0.973648,2154.894645,159.110247,1448.256713,167.214761,932.689481,18.58094,37.818589,409.111218,13.974451,118.810602,1285.544077,43.902034,7.177181,143.581171,8.351895
d5_T004_21.10.23,field,3811,na,R1,S,52840,1645,5166,60,1872.05,4854,208096,1187,5162,241017,1039,4857,44932,1607.964124,5124.449101,89024,1274.377909,3139.142299,480351,1487.135243,4915.191435,166567,1334.617001,5304.187486,22211,1515.236504,5397.334294,1028,452,3643.548318,0.124055,647.213759,0.197188,0.18932,0.567961,7208.826417,120.880175,2256.923024,3450.676854,192.871464,0,651.61115,66.77184,0,2047.096801,209.826224,0,102.360793,18.519382,0
d37_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,8297,769,4318,57,1412.596491,3384.315789,23756,1577,4204,24389,1575,4197,8297,754.026154,4318.281789,11120,1816.459892,3614.153327,462602,1985.807965,3390.229897,20542,1785.026774,4005.601548,8216,2042.729674,3867.005599,221,155,900.401516,0.172145,325.244906,0.399303,0.435429,0.725714,1755.731231,119.526268,1135.653031,159.711676,740.339434,0.350406,40.979647,320.271601,0.23834,128.741357,1006.162908,0.748766,8.633996,110.764141,0.128131
d17_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,18948,1989,2649,54,1517.592593,960.6111111,17551,2054,2823,20444,1665,2011,18948,2007.423686,2641.554043,8328,1940.811479,3164.254203,558120,1668.372475,2300.113549,10877,1568.791027,852.3628758,17144,2002.641799,2724.196979,92,62,621.701291,0.099726,236.049561,0.411805,0.435429,0.649099,1224.166728,86.005537,805.630781,61.594953,559.931135,0.175203,15.147463,241.135626,0.113724,47.587159,757.686349,0.357274,3.091414,82.856146,0.057977
d43_13_G02_1_1_T,glasshouse_b2,5489,T1,R1,T,8217,1732,1712,47,2280.319149,1382.893617,51861,1882,1302,51791,1882,1302,8217,1734.434709,1711.90118,22663,1564.748709,1878.715836,377383,2012.86576,907.7847942,36781,2055.822653,1149.430412,5485,1923.102826,1497.071103,480,318,1423.169874,0.223445,477.4026,0.372503,0.410526,1.04664,2748.585578,174.64286,1675.853101,479.937827,915.783171,27.448876,116.52623,397.163943,19.750437,366.077947,1247.727325,62.047829,23.481587,139.690927,11.470346
d4_T009_14.10.23,field,3811,na,R5,S,75792,1237,6158,66,1609.318182,4423.954545,287066,1068,5201,305702,1103,5122,49915,194.0118401,866.7501753,135641,1184.597843,6193.115437,911508,387.9632466,557.970935,135336,1197.364537,6192.770948,49121,194.1993852,877.2341361,1231,751,4564.728276,0.164522,869.170305,0.213357,0.18932,0.900019,8949.606095,183.451347,3057.965052,4074.440051,485.470218,4.818007,792.288091,177.700372,3.376838,2489.046446,558.309956,10.60865,128.682463,52.891364,1.87752
d07_40_G05_1_4_S,glasshouse_b2,Hartog,T1,R4,S,2303,1364,411,63,1359.714286,412.2222222,3848,1558,340,3836,1558,340,2303,1367.212332,413.7585758,1483,1546.45381,406.2643291,298246,1456.417649,272.4168136,1657,1546.646349,397.9149065,2014,1547.714995,377.6032771,55,39,91.643582,0.425562,30.714883,0.379389,0.410526,0.649099,171.752946,11.827637,111.462876,23.411915,67.518405,0.713263,5.295678,29.732751,0.451306,16.636864,93.408192,1.41782,1.00816,10.595046,0.224431
d15_41_G06_0_1_S,glasshouse_b2,3811,T0,R1,S,7624,1346,2288,69,1600.492754,443.2028986,19231,1513,2022,19519,1521,2002,7624,1350.943861,2286.806663,9285,1458.306193,1796.808293,354211,1453.050902,1594.725728,10727,1386.612287,2255.832479,5702,1533.557524,1944.746931,87,59,459.601899,0.128372,174.888393,0.41278,0.435429,0.870857,902.951553,64.103047,598.94807,37.917655,420.850741,0.833503,9.281055,180.717714,0.652323,29.157295,567.741443,2.049333,1.888898,61.8107,0.403449
d25_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,3864,977,2158,66,1614.848485,862.7727273,13770,1265,3348,17746,1258,3070,3864,976.943323,2157.233696,5838,623.9573484,2981.894998,343151,1463.792182,3219.298836,5389,1590.40694,702.9703099,3864,976.943323,2157.233696,155,87,491.690645,0.176941,175.430854,0.389763,0.410526,0.725714,961.84378,63.895925,607.489345,90.082961,400.393714,1.213969,20.268674,172.310427,0.790763,63.675918,541.329172,2.484255,3.855558,59.634054,0.406313
d43_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,4876,2403,2587,62,2419.048387,2721.112903,13006,2397,2592,14964,2397,2578,4876,2417.209188,2587.336341,5857,1063.550794,1985.186273,180703,2585.212741,2632.644068,4820,2413.56639,2450.979046,4876,2417.209188,2587.336341,168,90,363.739163,0.24743,118.045847,0.371575,0.410526,1.133602,695.080739,46.00972,428.286102,120.823339,228.388569,14.527255,27.28669,97.511289,11.529722,85.723663,306.34075,36.221689,5.204294,33.345334,7.460092
d35_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,5345,1349,3681,76,1444.684211,576.4736842,24170,1360,1040,24931,1381,1045,5345,1354.865669,3678.078578,13297,1499.551252,664.1067158,376309,1454.826276,332.5767601,10901,1164.339969,2455.256215,5326,1355.361622,3679.416635,233,133,699.605892,0.190107,249.742753,0.395754,0.435429,1.338151,1360.403008,95.598569,875.759129,142.78471,538.895521,17.925661,31.737539,233.38786,13.559391,99.70642,733.314231,42.738478,5.965608,81.149478,8.483483
d29_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,8304,1445,3568,71,1508.478873,1793.267606,21496,1524,2093,25079,1352,2934,8304,1429.099831,3567.894388,9293,1438.049822,1930.862047,361020,1461.443563,2580.102086,9185,1385.7816,3223.802722,8304,1429.099831,3567.894388,186,110,764.1529,0.14395,265.969185,0.385671,0.410526,1.248566,1495.522589,97.027494,930.595505,190.64575,554.528134,18.979015,49.665911,232.40382,14.148018,156.030062,730.118135,44.447308,10.558733,77.847066,8.621695
d49_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,11590,821,4389,69,2551.333333,4163.26087,88874,1760,3845,110205,1700,3534,11481,820.4493511,4386.587144,29992,1380.751267,3238.778007,474630,936.7467943,3928.797649,26655,1388.505346,3361.076196,11234,820.293217,4384.464928,793,531,2086.612339,0.254479,710.98212,0.387932,0.410526,1.369275,3977.449705,287.322825,2552.481691,665.970103,1308.476046,112.166191,148.919929,579.489957,83.899823,467.845756,1820.878667,263.757267,28.111994,208.358085,50.852746
d45_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,17605,663,2669,57,1304.77193,1139.403509,87581,1242,2191,88278,1242,2191,14534,591.89528,2534.165818,38257,871.7661866,2064.114384,452794,2052.032008,3320.470406,48036,1841.4496,857.1575485,10136,1192.5956,3249.703137,1336,1109,3123.674541,0.355031,1080.677233,0.408714,0.410526,1.603155,5744.041548,487.91953,4039.470149,920.528238,1912.751952,290.394351,212.027607,852.767613,220.465906,666.197969,2679.43508,693.8371,41.019738,308.830665,138.069127
d2_T019_02.10.23,field,Gladius,na,R7,T,222084,916,4859,75,1145.133333,3149.506667,360262,1005,5319,362555,1328,2809,198563,903.4249281,4983.396378,163618,1448.385398,3885.22984,815446,980.2703747,5465.381932,284580,954.3262387,5628.59773,180963,895.4384322,4984.420108,1614,1112,6378.247719,0.174343,1205.359596,0.212795,0.18932,0.83387,12426.68697,249.28738,4264.576486,5744.569503,629.772761,3.905455,1136.298116,218.390199,2.658,3569.817661,686.408471,8.350354,186.848334,61.006898,1.432147
d41_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,8834,952,2758,58,1829.862069,1270.775862,40501,2224,3454,40502,2224,3454,7497,938.2905162,2701.080699,22590,765.0774679,2879.957636,348967,2586.591873,2652.072637,22874,763.5567457,2898.831031,7485,938.1665999,2700.341349,394,274,1401.576429,0.195494,532.180634,0.417935,0.435429,1.105375,2719.637276,207.705029,1848.174497,215.563475,1169.741848,16.271106,50.118029,525.968427,12.205758,157.450431,1652.378546,38.34552,9.757827,190.564579,7.382623
d49_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,45332,1100,4371,63,542.2539683,3293.730159,134542,953,3967,127151,1109,1621,37895,1045.717456,4433.633039,58299,823.4201444,2198.080842,613970,890.4820333,2644.588998,58947,838.1085042,2251.5717,37275,1042.265486,4441.226264,2030,1712,3982.031375,0.429931,1338.309371,0.405698,0.410526,1.818635,7175.928905,634.989364,5134.008605,1336.960881,2237.133624,407.93687,302.506334,1011.324576,319.453204,950.445273,3177.85838,1005.704952,57.866213,370.742784,206.380367
d33_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,4807,1526,1501,72,1659.513889,1005.430556,19321,1584,1355,20049,1583,1361,4807,1514.210942,1495.495735,8782,1419.385789,1615.240947,352304,1878.89949,1474.74612,8291,1647.417079,932.9687613,4807,1514.210942,1495.495735,215,145,672.897381,0.215486,221.961373,0.368709,0.324549,0.725714,1304.433535,80.150673,785.714726,257.776243,411.411816,3.709322,66.225265,181.440414,2.411533,208.052805,570.085867,7.576054,13.943472,64.970275,1.236926
d15_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,2142,1360,853,66,798.1212121,1732.984848,4840,1440,692,4840,1440,692,2142,1355.966387,853.2735761,1957,1533.81349,476.148186,319733,1458.569503,865.6360338,1905,795.6293963,1748.058268,2142,1355.966387,853.2735761,27,15,97.696552,0.153537,35.5233,0.392198,0.410526,0.580571,192.802415,12.734196,121.707913,17.912325,79.784227,0,4.604591,34.13624,0,14.465751,107.242162,0,0.966075,11.768121,0
d41_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,12196,1719,2938,78,1451,2759.5,48105,1518,2298,47593,1518,2298,12196,1751.423582,2931.675877,24746,1257.735796,3227.962822,734176,1467.775509,2381.663175,36799,1589.451996,1046.84024,12196,1751.423582,2931.675877,487,359,1639.468719,0.218973,605.270679,0.410646,0.435429,1.231578,3154.076253,237.399574,2134.316763,336.035434,1259.940966,43.492319,87.468887,560.446356,31.33037,274.791613,1761.097891,98.427259,18.571812,200.695739,18.132022
d13_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,3920,989,2011,71,1442.492958,324.4929577,8929,1048,1896,9973,378,1395,3920,988.7288265,2010.104847,4393,969.0621443,2046.478716,343005,290.3218554,1467.481299,4448,1488.33723,284.5472122,3920,988.7288265,2010.104847,84,62,306.930626,0.202,108.260481,0.388179,0.410526,0.649099,594.97028,38.909786,377.275803,46.172823,260.510029,0.247774,10.921939,109.011267,0.157411,34.312284,342.468996,0.494522,2.149651,36.68154,0.078595
d49_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,41305,2241,3652,50,2063.94,2409.8,72774,1893,1929,109115,2258,3011,40375,2301.463084,3624.959628,38549,2167.195984,2333.613635,688531,2463.675114,3907.998633,62909,2185.018948,2514.507733,40197,2301.154688,3622.704829,715,531,1939.707175,0.273753,693.981496,0.40536,0.435429,1.170179,3678.293778,281.413692,2481.94491,487.818938,1368.315341,83.572896,114.794183,615.337965,59.587499,360.636562,1933.560949,187.747399,22.647857,224.807213,33.958622
d13_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,5913,1933,2249,53,1583.113208,843.0566038,15109,1806,2096,15747,1611,1110,5913,1901.757991,2257.555894,7250,1484.123034,882.6808276,388098,1451.10577,350.0756484,10968,1626.257659,462.5032823,6641,1388.336245,684.0843246,95,63,508.267572,0.12395,200.97919,0.429191,0.435429,0.725714,997.350865,76.197544,686.12254,32.774514,473.87372,1.619338,7.980977,209.24803,1.085496,25.072979,657.639374,3.410188,1.610383,74.013583,0.573577
d25_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,5349,1381,3188,52,1511.884615,3741.865385,14894,1362,2411,16269,1385,2645,5349,1396.655824,3182.993644,5973,1955.068977,2714.225347,382883,873.6446695,2220.416091,5973,1955.068977,2714.225347,5039,912.4842231,2504.918436,115,73,464.257885,0.15724,175.915382,0.414977,0.435429,0.846321,907.535182,65.958223,609.726577,45.855865,416.046654,2.355367,11.140143,181.299915,1.64194,34.99779,569.570481,5.158305,2.250439,62.800647,0.907136
d19_30_G04_1_2_S,glasshouse_b2,Forrest,T1,R2,S,3571,776,2374,82,794.4878049,2248.158537,7049,869,2147,9480,1006,1936,3571,802.2884346,2374.302996,3510,873.3037037,2060.395726,381043,874.0482544,2492.155166,2765,793.6896926,2160.628933,2643,1065.66818,1802.822928,64,24,201.226376,0.119269,67.244105,0.363021,0.410526,0.580571,399.81653,22.693378,231.741676,56.329801,144.896575,0,13.84207,59.923597,0,43.486145,188.255531,0,2.817571,19.875807,0
d11_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,6232,1408,791,47,1828.702128,1457.297872,17970,1632,801,18184,1603,1684,6232,1388.109596,786.3278241,8577,1620.844584,521.915938,403778,1446.047197,371.598096,8358,1617.832137,515.4788227,6102,1384.467879,795.758276,62,34,423.06539,0.080366,168.168196,0.427212,0.435429,0.649099,840.248587,62.309786,566.916171,26.217298,396.672889,0.175203,6.451724,173.889574,0.113724,20.268688,546.290208,0.357274,1.31729,60.93452,0.057977
d09_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,5356,1753,968,64,1779.625,359.21875,8823,1662,777,13025,1807,1212,5356,1750.713779,967.664115,4836,1952.712779,1407.710298,324223,2023.384957,1484.755551,4436,1514.669297,294.7786294,5342,1750.734369,967.902471,95,63,308.714181,0.204072,118.762106,0.422073,0.435429,0.725714,596.415577,46.311782,411.658495,43.409951,262.640969,2.663261,10.028732,119.260302,1.722381,31.506192,374.741284,5.411019,1.935252,43.499206,0.877324
d17_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,3669,1636,2199,65,1618.492308,1718.261538,9059,1636,2016,9055,1636,2016,3669,1639.509131,2199.096212,3636,2475.735149,2116.430693,370632,1899.551183,2058.253653,3636,2475.735149,2116.430693,3624,1639.435982,2195.528422,48,20,242.630696,0.08243,95.067618,0.421224,0.435429,0.615789,480.968478,35.432416,321.838017,26.384322,215.733217,0.513157,6.447104,95.681122,0.315997,20.254174,300.59111,0.992733,1.306063,33.973525,0.152829
d35_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,3760,985,3328,81,2487.444444,2786.54321,12088,2475,2467,11500,968,3361,3760,979.6925532,3325.937234,6763,877.9444034,3846.779388,394020,871.7891808,3324.590396,5778,2466.911042,3004.107477,3760,979.6925532,3325.937234,106,46,350.90699,0.131089,117.814116,0.367555,0.410526,0.580571,693.568242,41.125398,407.21072,104.375779,246.531211,0,22.929655,106.689543,0,72.035637,335.175083,0,4.259796,36.865602,0
d43_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,22286,2080,3279,68,1833.779412,2655.867647,68905,1623,1411,72211,1602,1495,18616,2053.445208,3455.694456,33036,1615.293801,871.6304032,448256,1984.097556,3477.564332,39278,1661.804853,969.3095371,16341,2086.350285,3581.177407,737,593,1943.778924,0.305076,664.067138,0.394636,0.410526,1.338151,3656.646951,271.099214,2420.105744,547.226218,1295.261915,101.290791,126.682495,569.631467,73.658141,398.265581,1789.550032,232.29013,24.646114,203.109148,43.343951
d6_T001_28.10.23,field,Gladius,na,R1,T,196748,1387,5799,56,1056.589286,6031.339286,353207,1271,5586,351232,1286,5592,153234,1526.851828,5764.720604,135495,1407.455227,4907.83702,1430041,1395.269712,5297.29574,315912,1311.21524,5724.422326,112917,1370.24394,5647.463137,1157,708,4217.336709,0.167878,808.989421,0.214814,0.18932,0.757282,8263.071856,169.910219,2847.319008,3748.945304,466.078845,2.312561,738.760431,165.981315,1.509236,2320.932114,521.645489,4.741405,121.241695,47.892414,0.77611
d13_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,7175,2093,1528,51,2161.960784,1835.647059,8368,2010,1229,12188,2074,1463,7175,2082.487387,1534.430523,3652,1999.961665,1072.252464,375032,2035.506138,1033.827921,4402,2139.18219,1617.845979,8724,2045.026593,1407.341128,31,17,269.478004,0.063085,103.172934,0.418307,0.435429,0.615789,534.089816,37.815568,351.715447,18.429389,250.945984,0.102631,4.129666,107.761638,0.063199,12.973729,338.543172,0.198547,0.782507,37.002496,0.030566
d37_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,2927,2268,4305,71,744.1126761,2723.971831,19801,1099,2388,17389,626,2484,2927,2271.937137,4306.502221,9719,876.7550159,2090.54697,377540,862.5179584,2478.039209,13862,805.9433704,2685.016448,2811,1098.524724,2512.349698,213,109,641.076244,0.170027,218.727673,0.375507,0.410526,0.725714,1256.741137,77.198726,761.955748,171.017498,468.729694,1.329052,42.471847,199.194337,0.827174,133.429243,625.787467,2.739038,8.722417,68.024795,0.451514
d19_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,7988,2082,2818,43,1807.069767,3185.27907,25718,1834,2768,25099,1834,2768,7988,2076.297196,2817.82649,12592,1686.72419,1578.537484,519646,2069.650064,2228.216365,14190,1954.494433,3045.360606,7988,2076.297196,2817.82649,113,83,631.41738,0.13145,254.203573,0.433767,0.435429,0.725714,1238.772723,96.733131,865.104996,32.270786,598.681105,0.465489,7.968947,267.081395,0.321131,25.035184,839.060947,1.008864,1.621814,94.936784,0.174533
d13_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,6389,1832,2065,54,1767.037037,1300.5,12130,1462,1434,11220,1803,1850,6389,1835.914854,2067.792456,4866,1837.830662,2157.484998,412609,1865.642785,1553.13014,5199,1354.446817,1623.39373,6389,1835.914854,2067.792456,98,56,404.773913,0.138349,146.759417,0.402397,0.435429,0.725714,795.443548,53.847125,513.418745,56.609772,345.008352,3.155789,14.734475,146.528274,2.163513,46.289718,460.33215,6.796877,3.133323,49.543937,1.169865
d49_28_G04_0_4_S,glasshouse_b2,Forrest,T0,R4,S,5465,2556,3604,66,2430.772727,3506.984848,43958,1144,975,53109,1401,3217,5465,2585.751327,3610.76322,25302,1429.49174,737.7506126,374622,1452.860569,327.0300837,28915,1218.720007,770.4210963,5465,2585.751327,3610.76322,520,346,1314.030839,0.263312,457.500072,0.393892,0.410526,1.170179,2501.311348,184.358999,1641.741282,348.521348,904.364554,61.144937,75.160061,403.312844,43.900803,236.122295,1267.251027,138.36796,13.727736,145.273703,25.357559
d7_T005_04.11.23,field,3811,na,R2,S,9838,1966,5357,61,594.2459016,4677.918033,101616,1183,5393,98928,1152,5461,9459,1965.310181,5367.912993,57056,493.1890073,4075.285088,458783,1839.730847,6547.0503,48873,452.4617887,4145.532605,9388,1965.838304,5367.721027,863,217,2017.093476,0.107581,346.545902,0.189511,0.18932,0.900019,4042.534184,63.851626,1206.486833,1912.360064,103.076395,1.657017,347.225694,35.559042,1.221537,1090.841691,111.807572,3.83757,53.26965,9.862366,0.719611
d45_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,9413,731,4500,70,1501.085714,812.3857143,50023,1750,4134,49166,900,4223,9412,744.4628134,4501.438802,29616,1419.960629,4430.431861,492339,872.3196334,3844.657888,37392,1612.716918,777.1448973,13935,1509.772659,641.2111231,886,658,1907.945818,0.344874,679.040117,0.420993,0.435429,1.947296,3505.380992,332.939671,2549.094454,509.118102,1217.047979,181.779736,109.261972,546.679556,155.043074,343.256609,1717.728902,488.108942,19.938381,198.677896,114.323395
d27_07_G01_1_3_T,glasshouse_b2,Gladius,T1,R3,T,14413,1280,2019,56,1638.214286,1214.071429,23096,1339,2684,24086,1340,2656,13896,1332.269574,1993.096359,11522,1607.64954,1535.220882,646477,1474.791843,2384.100349,7426,1255.004848,2675.15742,10984,1320.391843,2018.907593,129,95,664.766056,0.142907,229.992957,0.383718,0.410526,0.781618,1303.340968,80.976511,803.945641,140.489678,522.264124,2.012255,37.2616,217.222287,1.419959,117.060769,682.423941,4.460932,8.023043,72.1627,0.790768
d7_T001_04.11.23,field,Gladius,na,R1,T,198210,1304,5791,59,1816.830508,5460.118644,351399,1234,5588,352532,1240,5584,118230,1326.84416,5702.56665,136540,1367.776249,4900.071005,1621741,1200.872399,5356.537821,319546,1268.023599,5705.408505,112934,1328.30756,5678.704403,1125,676,4128.499357,0.16374,808.222398,0.218858,0.18932,0.780588,8087.30443,173.575971,2841.856043,3628.687113,495.754991,4.057253,723.108123,178.711351,2.699613,2271.790789,561.58417,8.481084,119.836076,52.322877,1.417017
d41_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,17919,2422,3573,62,2329.741935,3898.596774,29108,2187,2657,29561,2186,2681,17919,2419.766951,3573.156817,10966,2110.720956,2163.493617,472945,2518.60226,3619.45795,13465,2103.264092,2000.12098,17212,2426.443644,3621.277132,230,156,1043.404762,0.149511,365.034161,0.387558,0.410526,0.725714,2041.337512,131.846661,1269.56476,261.62622,779.373369,2.405172,65.10946,337.478039,1.482826,204.547402,1060.218528,4.798829,13.398051,117.685011,0.763599
d13_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,1908,1122,1260,60,1437.383333,328.5,4309,1164,1110,3629,1260,880,1908,1126.179245,1259.559748,1908,1126.179245,1259.559748,327758,876.0041921,1468.402227,2820,1433.636525,334.6287234,1908,1126.179245,1259.559748,38,20,137.085015,0.145895,46.525253,0.373512,0.410526,0.580571,269.059084,16.023245,161.749769,29.360635,107.724379,0,7.365559,44.120992,0,23.139585,138.610185,0,1.514637,14.508609,0
d21_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,3996,979,2193,49,1324.77551,856.8367347,12785,653,2832,12838,653,2832,3996,978.1634134,2193.106857,5766,623.6038848,3021.91155,375822,867.8635577,2224.546855,5488,1592.185678,723.1102405,3978,977.4394168,2194.358723,130,72,437.209095,0.164681,157.050377,0.392826,0.410526,0.615789,856.98292,57.425795,544.170313,78.273564,358.760328,0.175203,18.224843,154.844081,0.107888,57.255034,486.576339,0.33894,3.546266,53.82735,0.052179
d29_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,22948,1167,3512,65,1194.784615,3918.169231,20802,1335,2701,27406,1205,3332,22948,1205.102405,3519.688513,9884,1091.236645,3362.548867,648619,1002.731377,2583.859716,18406,1182.934858,3777.758937,15484,2453.32666,2922.619284,99,69,819.772307,0.08417,285.977045,0.385705,0.410526,0.649099,1619.971692,99.570759,993.851404,142.148505,677.115802,0.508,38.218316,277.804669,0.329742,120.066381,872.749107,1.035915,8.304257,91.0984,0.168103
d35_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,13912,762,4438,83,2376.614458,3920.156627,44482,2249,4054,45720,2100,2742,13912,787.6731599,4421.875072,19593,2439.291226,4067.550554,490064,857.5558111,4004.785236,22733,2422.214666,3944.236132,11887,803.2904854,4356.544797,314,210,1136.828904,0.184724,417.352687,0.405499,0.435429,1.056656,2207.420787,159.523813,1451.812038,204.389093,908.268735,24.171077,45.766726,398.893832,17.465566,143.780411,1253.161933,54.869693,8.642817,140.847151,10.033846
d05_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,4279,1627,983,73,1652.876712,294.3424658,4319,1643,1014,5265,1617,949,4279,1634.462024,979.8499649,2260,1587.442478,825.0106195,368798,1459.118631,824.2868806,2937,1644.83078,300.9230507,4279,1634.462024,979.8499649,35,25,138.534307,0.180461,51.107205,0.401946,0.410526,0.580571,268.846528,18.285146,174.537539,14.552158,123.982149,0,3.527027,52.029998,0,11.080481,163.457058,0,0.702767,17.582379,0
d31_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,19270,1441,3221,71,1669.577465,1445.169014,24769,1427,3427,25536,1330,3293,18976,1443.906777,3213.753373,12443,1413.636904,2843.168448,712627,1460.280866,2631.959999,8330,1646.332173,3967.334934,18956,1443.573169,3212.560561,172,120,718.189916,0.167087,251.543934,0.387642,0.435429,0.725714,1398.031906,90.077793,878.555184,120.429018,593.276057,4.484841,28.211421,248.362143,3.012619,88.628792,780.461969,9.464423,5.557142,82.924643,1.596008
d41_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,11456,2018,4141,46,1470.043478,4691.347826,27761,1609,4329,27943,1605,4312,11456,2042.867929,4140.641236,12029,1840.496467,4597.693491,356182,2025.212203,3326.681368,16821,1838.771357,4402.721479,11456,2042.867929,4140.641236,253,171,1034.33648,0.165323,375.651652,0.401469,0.435429,0.725714,2020.419584,139.880525,1311.567181,198.290134,835.290571,0.755774,49.563006,367.412238,0.509555,155.706776,1154.259588,1.600816,10.264569,129.345364,0.270592
