Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d15_47_G06_1_3_S,glasshouse_b2,3811,T1,R3,S,6069,1418,1842,76,1516.684211,760.9736842,14120,1409,1726,12661,1413,1687,6069,1417.211237,1841.507827,6168,1278.80869,1449.220169,599954,1386.917559,1315.832215,4696,1318.752342,1396.022572,6069,1417.211237,1841.507827,78,46,331.141104,0.138914,122.011606,0.402537,0.435429,0.88287,650.687869,44.675004,422.03779,41.371024,286.664096,3.105984,10.062192,122.077555,2.199053,31.61131,383.517951,6.908529,2.033931,41.408668,1.232406
d27_45_G06_1_1_S,glasshouse_b2,3811,T1,R1,S,9158,784,2366,57,1047.245614,1500.859649,26268,1283,1763,25292,1296,1732,9158,783.8009391,2365.683228,13306,1082.390651,1515.482188,390624,858.4644901,1520.099669,12139,1602.534146,3391.78046,9158,783.8009391,2365.683228,220,104,719.034834,0.144638,246.198323,0.376389,0.435429,0.649099,1413.694947,86.09829,851.006408,163.451728,555.275212,0.307894,35.175242,235.434078,0.196435,110.506281,739.883008,0.61712,6.428941,79.570859,0.098489
d43_32_G04_1_4_S,glasshouse_b2,Forrest,T1,R4,S,5066,581,2521,52,647.4423077,2288.884615,22207,481,3207,26611,517,2977,5066,581.1405448,2520.7197,10596,1494.854379,713.4457342,376711,2587.81073,2771.829474,9092,1410.147382,687.5868896,5066,581.1405448,2520.7197,245,133,591.88078,0.224707,194.553923,0.364789,0.410526,0.870857,1147.128675,69.597379,685.444548,178.05833,405.768272,8.054177,40.597297,171.858954,5.632686,127.540168,540.208776,17.695604,7.799508,58.678101,3.11977
d07_42_G06_0_2_S,glasshouse_b2,3811,T0,R2,S,1979,1334,615,74,1354.864865,291.5810811,7354,1433,423,7565,1428,415,1979,1336.525518,615.3572511,2795,1164.90161,893.5856887,356798,1454.17668,765.9501455,3012,1172.747012,881.1626826,1979,1336.525518,615.3572511,64,36,181.865277,0.197949,60.013047,0.362399,0.410526,0.598439,354.542274,20.314441,209.542584,41.446616,140.418661,0,10.188281,56.511195,0,32.007429,177.535155,0,2.071786,18.242655,0
d31_08_G01_1_4_T,glasshouse_b2,Gladius,T1,R4,T,9934,1984,2631,51,1846.333333,2017.098039,23756,1804,1248,23581,1802,1245,8722,1937.913437,1603.074753,10479,1711.837866,875.7679168,417765,2003.33128,2095.460939,12643,1869.203591,1496.207546,7878,1626.018406,2075.371922,233,145,721.886268,0.200863,240.836911,0.371603,0.410526,0.870857,1403.153381,85.622979,845.591598,239.278859,471.032449,11.57496,61.337924,199.752324,8.0033,192.698771,627.74972,25.143107,12.875594,68.374186,4.373199
d07_23_G03_1_3_T,glasshouse_b2,CALINGIRI,T1,R3,T,3705,1538,1147,79,1821.886076,350.9746835,4210,1757,297,4210,1757,297,3705,1540.333333,1146.980027,2144,1609.754198,308.0410448,330437,1453.893962,877.7410278,1884,1800.039809,328.5180467,2022,1521.310089,1283.13996,37,21,118.167005,0.177715,41.685236,0.381974,0.410526,0.580571,231.627548,14.332945,142.580867,18.426367,99.740637,0,4.501633,40.883266,0,14.142298,128.438569,0,0.90874,13.424205,0
d6_T010_28.10.23,field,Gladius,na,R3,T,17115,792,5166,74,1439.689189,6141.27027,140702,1199,5343,150688,1176,5237,9673,776.9310452,5328.650264,58122,1450.806596,6024.88519,386450,1054.44089,5893.500326,125610,1252.416894,5477.574023,7582,771.1656555,5260.203376,673,226,1807.012623,0.125068,318.289686,0.194969,0.18932,0.598684,3590.293177,59.397386,1110.567387,1699.925048,107.087576,0,317.749982,35.741673,0,998.241009,112.326378,0,49.892231,9.505155,0
d7_T008_04.11.23,field,3811,na,R4,S,35811,1136,6445,57,754.0877193,3769.368421,182675,957,3000,238461,894,3456,33120,719.8345713,3104.590187,103955,1109.133971,6174.75879,466765,1141.574503,2639.595809,102898,878.1500418,2789.967842,31592,728.148392,3102.601956,966,500,3154.366026,0.15851,588.255096,0.20864,0.18932,0.846667,6211.575149,119.235957,2065.359975,2855.045725,297.590135,1.730166,550.801896,105.413403,1.177589,1730.446722,331.213747,3.699506,88.536796,30.063464,0.635696
d49_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,23266,2150,1142,75,644.8,2400.173333,98311,1517,1544,119578,1867,2978,17705,1879.135555,2360.857385,50148,1511.91232,1008.12485,464983,951.8252775,1960.695468,50156,1725.242204,1038.353637,17705,1879.135555,2360.857385,810,666,2639.878836,0.252284,968.777523,0.415892,0.435429,1.596571,5001.577201,407.892231,3477.021668,581.003977,1922.252311,136.622547,138.888588,862.206542,105.401502,436.331368,2709.24312,331.44718,27.710329,313.07083,67.111072
d17_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,7806,1925,2042,62,2113.467742,1789.322581,16722,2079,2803,17111,2050,2722,6353,1954.295766,2149.657012,7161,1201.75576,2728.377042,388248,2141.512446,2571.629487,6997,2230.500357,3050.514077,6353,1954.295766,2149.657012,114,70,550.034319,0.127265,217.806016,0.426644,0.435429,0.615789,1083.81514,82.194446,738.367847,44.855337,504.828576,0.350406,9.91847,224.895539,0.215776,31.159793,706.530173,0.67788,1.855242,80.234846,0.104358
d15_07_G01_1_3_T,glasshouse_b2,Gladius,T1,R3,T,12248,1417,1651,54,1428.296296,1682.222222,18313,1600,1116,19563,1381,2163,12248,1416.529311,1651.426764,10560,1690.050284,1338.751042,451200,1418.503382,1163.540492,6792,1526.105565,1270.968934,12248,1416.529311,1651.426764,78,54,520.152106,0.103816,192.87914,0.407888,0.435429,0.846321,1025.601755,70.181135,668.854869,48.559868,470.878976,0.713263,12.978217,199.390699,0.534201,40.772271,626.404356,1.678243,2.80132,67.064781,0.315034
d11_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,5532,2008,1915,57,1561.701754,433.7368421,13361,1886,1710,15366,1853,1652,5532,2009.56833,1913.909255,7360,1660.738723,463.3574728,527136,1701.449905,1634.635051,7071,1659.175788,453.0625088,5532,2009.56833,1913.909255,103,59,353.244381,0.167023,136.715987,0.424184,0.435429,0.725714,690.257147,53.14583,471.676155,45.541561,307.412535,0.290286,10.311322,139.599204,0.205104,32.393974,438.637826,0.644354,1.963287,51.068473,0.11407
d43_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,22498,2415,3188,67,2040.597015,1845.373134,45946,2024,2177,47234,2196,2144,22498,2383.553471,3201.938706,21567,2152.605926,2922.060926,423275,2077.210773,1281.473201,22466,2145.170346,2914.893172,22303,2382.934986,3197.03152,279,193,1124.273654,0.171666,404.433688,0.399621,0.435429,0.725714,2188.789408,152.234409,1410.677982,255.921001,852.713694,15.63896,62.637895,375.812474,10.535272,196.782752,1180.649708,33.245522,12.751482,133.838663,5.644264
d35_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,25350,660,3892,55,714.0181818,3632.4,56981,1606,3705,56416,1606,3705,25350,721.2560158,3874.348323,25913,1764.283912,2530.829275,576028,1226.417816,3362.78641,26931,707.2823512,4028.332628,23961,731.0134802,3837.792955,402,290,1514.998796,0.191419,559.746083,0.411453,0.435429,1.563236,2923.013882,220.77255,1964.761244,273.516735,1211.853907,29.628155,62.232734,538.962523,24.174362,195.5099,1693.305346,75.945998,11.916847,192.447839,16.407863
d15_12_G02_0_4_T,glasshouse_b2,5489,T0,R4,T,10258,1087,1558,62,1594.903226,593.1451613,18711,1733,2085,19455,1725,2069,10258,1108.593391,1568.784071,10139,1552.806687,689.3272512,533335,1061.732806,1164.088498,13424,1496.967744,800.5363528,10258,1108.593391,1568.784071,81,51,478.281199,0.106632,188.391987,0.426582,0.435429,0.615789,942.864373,70.91559,641.195668,37.749746,440.458881,0.072571,8.942676,195.111555,0.044689,28.094246,612.961028,0.140394,1.764525,69.129452,0.021613
d13_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,11969,1173,1550,73,1427.246575,436.5068493,17975,1436,945,18006,1436,945,11969,1199.331105,1544.723703,7293,1260.016454,850.6539147,408760,1054.046805,923.4115716,9607,1408.341522,378.530967,11969,1199.331105,1544.723703,86,58,506.165136,0.114587,191.420289,0.415016,0.435429,1.026315,991.851275,72.141506,662.14159,46.209292,448.755309,11.200536,11.356977,191.070005,8.339232,35.678996,600.264123,26.19847,2.30328,64.876496,4.96173
d33_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,13421,1552,3276,64,1609.109375,1235.421875,28499,1567,3966,27827,1367,2540,13421,1503.22964,3288.545786,15576,1261.290383,4187.414548,394937,1495.033038,2795.622669,20074,1733.280811,1097.262429,14231,1378.233785,1660.371021,201,141,1060.258512,0.132986,390.477165,0.403521,0.435429,0.725714,2082.082306,142.975367,1344.957155,168.502919,887.901129,3.854464,42.475772,383.105409,2.531978,133.441572,1203.561138,7.954444,8.811694,132.852457,1.311215
d49_43_G06_0_3_S,glasshouse_b2,3811,T0,R3,S,24314,822,3881,104,1650.730769,868.5673077,154362,1614,3715,181992,1781,3463,24230,745.5153529,3850.566612,59871,1746.962336,969.0024219,613361,429.0945821,3188.531592,91383,2155.696661,3856.771062,24025,744.3664516,3851.154256,1820,1533,3704.285512,0.413845,1331.810371,0.437892,0.435429,2.362754,6629.576173,719.796299,5155.627183,1034.859183,2137.990408,531.435922,230.564479,969.630669,440.241338,724.339673,3046.949824,1384.337686,43.462139,357.191125,319.143036
d3_T005_08.10.23,field,3811,na,R2,S,15967,1661,4882,64,1837.546875,3488.484375,174162,1276,5349,174581,1277,5349,15264,1678.015134,4876.58484,83281,1645.751684,4804.269509,501902,1853.07036,4799.005814,87436,1561.052827,4955.377945,12530,426.4992019,6176.632961,897,274,2642.656279,0.103684,466.232042,0.194543,0.18932,0.61054,5254.810805,86.346421,1621.13128,2509.141827,133.412251,0.102202,469.84398,46.099706,0.062398,1476.058396,144.876855,0.19603,73.51054,12.80596,0.029921
d05_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,1752,1406,666,55,1556.909091,267.9454545,1720,1405,669,2319,1431,613,1752,1405.888699,666.234589,899,1435.509455,601.2502781,320686,1454.440973,287.6364325,879,1565.0876,257.403868,1752,1405.888699,666.234589,15,9,61.376354,0.146636,23.984152,0.4173,0.435429,0.580571,121.205941,8.869035,81.329331,5.360856,56.015498,0,1.358604,24.529326,0,4.268181,77.06115,0,0.282493,8.586542,0
d37_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,15584,1318,3756,60,1348.266667,3337.35,32198,1636,2483,33035,1627,2541,15584,1443.777464,3745.735498,13805,1373.018761,2214.167258,298977,1314.262465,3440.545213,17931,1346.80648,2639.347443,5761,1380.254817,2604.449575,337,205,1177.125855,0.174153,409.157839,0.385714,0.410526,0.917964,2297.63965,149.140982,1431.442521,286.522493,876.062404,14.540958,70.268238,375.036758,10.33731,220.754179,1178.212724,32.475618,14.305987,129.011181,5.823814
d09_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,3270,1694,974,78,1595.051282,300.7564103,7655,1601,626,7642,1233,596,3270,1685.097248,974.3152905,3278,1684.969799,973.6766321,366125,861.4022287,864.5812578,7112,1537.936727,331.2173791,3270,1685.097248,974.3152905,83,55,211.079519,0.260565,77.192736,0.40236,0.410526,0.649099,406.225001,28.978462,269.935909,29.678845,180.699862,0.700812,7.130652,78.355229,0.437388,22.401603,246.160211,1.374095,1.423672,27.340277,0.214513
d27_37_G05_1_1_S,glasshouse_b2,Hartog,T1,R1,S,4769,2380,2577,61,2383.836066,2419.442623,12273,1104,1996,12117,1099,2020,4769,2394.973789,2577.341371,5748,1036.898747,2099.149095,167029,2581.190147,2629.30924,4447,995.4198336,2188.166179,4769,2394.973789,2577.341371,96,42,324.420618,0.129462,108.492212,0.36809,0.410526,0.598439,642.340233,37.478947,376.281343,86.674241,237.746377,0,19.213416,100.560655,0,60.360727,315.920617,0,3.612348,33.866599,0
d11_48_G06_1_4_S,glasshouse_b2,3811,T1,R4,S,5858,1315,1413,65,1423.076923,847.3230769,10068,1314,1417,10799,1321,1387,5858,1319.785592,1415.215773,6709,1618.53391,434.4766731,411750,1446.544889,1024.588614,6052,1645.870952,420.6870456,5858,1319.785592,1415.215773,99,65,283.770973,0.229058,105.532376,0.406996,0.435429,0.615789,550.19295,39.860595,367.525159,38.58627,245.009499,0.175203,8.927599,107.951405,0.107888,28.046878,339.139341,0.33894,1.740469,38.067947,0.052179
d45_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,22626,1565,3915,57,2825.087719,3400.684211,42884,1621,3374,41369,1698,3715,14227,1471.364307,4198.401982,19860,1481.273917,4222.364955,506268,1892.770068,3416.340302,24992,2949.954866,3581.192782,14052,1469.624466,4203.33497,476,334,1414.296996,0.23616,510.476925,0.404882,0.435429,1.105375,2701.556397,202.794208,1806.321154,312.839186,1047.490669,53.967141,70.851352,465.153113,38.787785,222.586087,1461.395598,122.339469,13.545464,166.909175,22.33957
d27_42_G06_0_1_S,glasshouse_b2,3811,T0,R2,S,12764,940,3001,51,1275.823529,4115.27451,37505,1075,1682,40229,1729,2019,12764,887.5216233,2991.315967,16340,863.5743574,2254.616769,356409,1947.302941,2101.162807,15789,876.4725442,2189.305656,12764,887.5216233,2991.315967,245,151,1013.288896,0.14902,378.337624,0.407038,0.435429,0.870857,1980.728703,142.461668,1308.911283,140.732446,862.567747,9.988703,31.261095,378.328,7.050306,98.209626,1188.552467,22.149191,5.869497,132.648334,3.943838
d05_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,4453,1696,885,64,1562.984375,318.609375,4036,1638,484,3766,1708,936,4356,1700.748852,892.6166208,2045,1671.065037,772.7070905,372255,1454.768651,805.2827685,1955,1609.920205,390.7258312,4354,1700.774231,892.7675701,53,39,132.607467,0.294101,51.691799,0.427497,0.435429,0.725714,252.416943,20.657647,180.088147,17.817872,112.742123,2.047472,4.025703,51.91354,1.384595,12.647118,163.091196,4.349833,0.763663,19.154959,0.739025
d25_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,7657,1100,2921,70,2409.928571,3814.842857,32533,2188,3000,30766,2438,3121,7657,1119.419616,2927.176962,10672,2340.347358,3105.694153,347253,2119.112627,3751.916251,13085,2274.672144,1976.233703,6428,809.2896702,4017.004512,144,90,823.561735,0.109281,327.167219,0.430769,0.435429,0.725714,1622.678313,124.626241,1114.842152,54.710097,766.073294,2.778344,12.79094,340.314301,1.760038,40.183922,1069.128906,5.529323,2.49113,121.257184,0.877927
d07_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,3684,1594,907,58,1655.362069,191.3103448,7072,1866,321,9081,1610,691,3684,1594.344191,907.2738871,3275,1528.528855,1019.642443,342723,2040.254232,293.5860593,2830,1540.936042,722.9865724,3672,1594.35158,907.6963508,39,23,197.136955,0.11667,70.857001,0.389964,0.435429,0.615789,387.860953,24.617694,241.637012,31.155176,165.003133,0.978646,7.795175,68.517635,0.602639,24.489265,215.2545,1.893248,1.602908,22.723326,0.29146
d07_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,3982,1444,534,60,1397.35,301.6833333,9538,1453,398,8002,1459,350,3982,1418.503767,534.2656956,3510,1391.229345,286.9344729,389274,1825.569391,269.0379296,2609,1358.783059,702.8440015,3967,1418.469876,534.7393496,58,40,178.354443,0.224273,62.751685,0.383753,0.410526,0.598439,345.871208,22.206459,217.993172,24.900697,153.453746,0,6.00334,63.386042,0,18.860048,199.133124,0,1.200121,21.006338,0
d19_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,7222,2127,1289,52,1718.115385,717.4807692,27092,1578,1181,27154,1581,1182,7222,2123.577541,1289.145804,13941,1533.756904,801.1215838,448483,1911.934611,951.2201042,14869,2264.06712,2685.387316,7073,2128.785805,1301.138696,136,66,711.610086,0.092747,272.073189,0.413377,0.435429,0.821052,1407.807838,99.477981,924.302033,74.95075,633.059939,3.599396,17.4965,274.241149,2.476826,54.966877,861.553979,7.781177,3.412778,94.709046,1.356157
d35_11_G02_0_3_T,glasshouse_b2,5489,T0,R3,T,14541,1420,4258,69,1543.188406,2357.492754,37698,1647,3693,45756,1463,2900,14541,1435.342824,4254.051716,18256,1515.19862,2734.713519,383190,1449.966197,3878.007135,12902,1409.251821,4361.65672,11071,1397.350104,4381.990877,259,189,980.658489,0.192728,366.256015,0.411608,0.435429,1.248566,1897.506125,140.584634,1272.357026,133.611901,820.121184,26.925403,30.692943,353.937721,20.373156,96.424724,1111.928145,64.004158,5.932499,122.297951,12.354183
d7_T011_04.11.23,field,Gladius,na,R4,T,86828,1546,5861,67,1471.358209,3966.432836,264953,1274,5656,240520,1226,5791,71957,1548.96409,5817.584738,108947,1642.001505,5807.230387,847724,723.7763317,5546.959482,113315,1643.606716,5793.89673,70082,1547.022345,5826.410847,1295,602,4399.941268,0.13682,781.926752,0.198218,0.18932,0.682604,8672.267761,148.97647,2742.683471,4123.291694,275.93717,0.712403,777.36895,95.143039,0.46294,2442.208432,299.020669,1.45437,122.359766,26.380085,0.236619
d35_18_G03_0_2_T,glasshouse_b2,CALINGIRI,T0,R2,T,20827,1195,2269,82,1421.365854,1169.195122,44473,1368,1496,47036,1325,1784,18492,1199.557917,2318.664774,22283,1535.415608,1034.866131,597827,1416.492275,1815.622836,22767,1030.118461,2401.550929,18367,1199.172157,2319.284859,241,153,1125.195416,0.135976,396.038708,0.387075,0.435429,0.781618,2207.810112,142.729995,1372.495712,290.386754,826.451748,8.356914,72.408728,358.804076,5.66615,227.478728,1127.216249,17.800735,14.904144,124.793623,3.032228
d07_14_G02_1_2_T,glasshouse_b2,5489,T1,R2,T,3301,1930,915,61,1971.836066,1071.836066,3434,1930,915,3434,1930,915,3301,1922.66495,918.7973341,1552,1536.485825,229.7918814,318484,2028.824437,881.9560041,1731,1539.481225,237.2853842,3301,1922.66495,918.7973341,18,8,89.936201,0.088952,33.348189,0.395699,0.410526,0.52332,178.998523,11.529906,111.541273,12.232009,77.704192,0,2.687106,32.817584,0,8.441793,103.09948,0,0.498563,11.031343,0
d4_T002_14.10.23,field,Gladius,na,R2,T,204975,1025,5501,75,246.2133333,3340.56,359147,1135,5471,380452,1349,5264,85743,864.3060192,5391.724596,176320,1113.858536,5203.421348,940089,532.0595039,3291.213901,291981,1041.875554,5675.056144,81616,851.448466,5417.616166,1543,1190,5898.957957,0.201731,1119.133962,0.214676,0.18932,0.935174,11462.86035,237.021641,3970.290706,5217.173124,675.75794,6.026892,1019.434307,240.126698,4.092133,3202.679177,754.755714,12.855814,165.785282,69.020587,2.215772
d21_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,4758,1324,3591,62,1287.612903,801.516129,15675,1601,2973,20269,1259,2525,4758,1328.249895,3590.811055,9257,1169.248137,2370.428757,345186,1454.248996,3076.453338,10089,1281.401725,786.2009119,4758,1328.249895,3590.811055,105,41,497.850367,0.082354,182.546047,0.400239,0.435429,0.725714,986.771794,65.835949,627.427606,67.946906,428.882304,1.021157,16.040851,183.02495,0.60592,50.393821,574.989839,2.043946,3.165645,62.343575,0.326729
d17_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,6510,1328,2559,59,1659.661017,1235.322034,20306,1526,2561,20305,1526,2561,6510,1328.101382,2559.014286,8280,1474.600121,2587.129106,381818,1457.949172,2219.785542,10352,1400.523764,2467.755506,6510,1328.101382,2559.014286,91,53,532.711477,0.099491,205.866606,0.41516,0.435429,0.580571,1053.170315,75.171381,693.531715,63.563812,469.147665,0,14.942583,205.815418,0,46.94351,646.588205,0,2.942179,72.229201,0
d41_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,4170,2169,1835,66,1005.742424,2346.80303,23103,957,2317,20237,905,2345,4170,2170.288489,1833.434053,11286,854.3638136,1944.236576,396961,907.1679838,1630.699877,12619,758.1673667,2754.382518,3752,872.4248401,1673.422708,312,162,754.268901,0.214778,246.514319,0.36184,0.410526,0.649099,1471.212652,86.321484,865.483197,244.725471,508.28695,1.256481,58.039815,216.651553,0.800489,182.337458,680.630928,2.514811,11.50622,74.414472,0.400792
d09_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,6090,1507,1302,64,1525.265625,1151.65625,5295,1566,925,7590,1532,1166,6090,1509.629885,1302.243842,3097,1478.962867,1533.404908,387517,1453.160919,989.325498,2515,1612.741948,298.7168986,4256,1489.373825,1445.065085,72,56,183.144006,0.30577,68.43436,0.410191,0.435429,0.615789,349.808622,26.147956,239.485679,23.436817,159.604557,0.102631,5.691268,70.476192,0.063199,17.879644,221.407488,0.198547,1.140291,24.9771,0.030566
d4_T011_14.10.23,field,Gladius,na,R4,T,55035,741,6271,86,918.2325581,5577.930233,217108,1057,5711,218236,1057,5711,46854,770.5952533,6332.710078,110532,1055.549162,6296.357082,581745,475.6353798,6064.345995,141823,900.9713023,6082.64553,38749,797.8183695,6313.736277,1191,487,3802.697681,0.128067,677.550616,0.198188,0.18932,0.83387,7521.543159,128.907338,2370.487596,3565.262962,236.066772,1.367947,672.966037,80.553574,0.971555,2114.201081,253.234286,3.052229,106.285975,22.074625,0.546739
d31_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,22532,1923,3285,68,1709.205882,2903.308824,33510,1429,2099,33831,1429,2099,22532,1856.93507,3303.281821,14942,1672.452416,2986.036207,533957,1980.358134,2551.088573,15161,1573.082251,1609.685707,21264,1859.118322,3357.791996,193,167,1013.164117,0.16483,351.5885,0.389537,0.435429,0.740086,1976.404829,126.219626,1242.365381,191.916818,815.022879,6.224419,51.52763,339.69974,4.229813,161.878823,1067.198208,13.28835,11.183963,112.769735,2.265928
d3_T004_08.10.23,field,3811,na,R1,S,47818,1414,5188,71,609.1267606,4578.267606,203085,1133,5125,221052,1100,5020,33267,1434.624553,5123.934981,91879,1175.234863,3089.7786,470473,1942.452542,4487.124889,170953,1270.435038,5269.555521,32833,1438.106478,5116.733926,1022,381,3643.493095,0.10457,646.57756,0.196622,0.18932,0.682604,7225.725337,120.224599,2251.339116,3453.880052,189.010105,0.602938,651.167464,65.028008,0.389829,2045.718847,204.395587,1.224682,102.111116,17.915201,0.198283
