Image_name,data_type,Genotype,Treatment,Replication,Group,DBSCAN_density_points,DBSCAN_center_x,DBSCAN_center_y,Density_points,Density_center_x,Density_center_y,FCM_density_points,FCM_center_x,FCM_center_y,GMM_density_points,GMM_center_x,GMM_center_y,HDBSCAN_density_points,HDBSCAN_center_x,HDBSCAN_center_y,K-mean_density_points,K-mean_center_x,K-mean_center_y,SLIC_density_points,SLIC_center_x,SLIC_center_y,Mean_shift_density_points,Mean-shift_center_x,Mean-shift_center_y,OPTICS_density_points,OPTICS_center_x,OPTICS_center_y,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d45_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,21719,1109,2586,71,1078.112676,3031.84507,54544,1621,2232,53764,1348,2181,21719,1189.365763,2586.131728,24892,1086.99779,2066.442793,427203,1411.465044,2198.433749,33623,1031.911013,2679.085061,15809,1166.399962,2254.905687,474,362,1807.180154,0.200312,655.077031,0.406466,0.435429,1.231578,3467.528688,265.344397,2319.972194,516.108307,1214.346301,76.725546,123.383208,559.393145,55.649043,387.619781,1757.385394,174.967019,24.701711,208.2083,32.434386
d33_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,5311,1433,3335,54,1397.537037,2112.777778,27220,1540,2100,36637,1381,2816,5157,1430.96529,3324.346713,15520,1435.127706,3538.772358,373556,1458.11678,2644.361263,16342,1433.0462,3516.646677,5138,1431.0761,3324.32464,315,199,998.60167,0.199279,344.357442,0.386095,0.410526,1.248566,1928.999962,128.21511,1220.527864,255.688029,716.038043,26.875598,65.920678,303.027026,19.505036,207.095919,952.155068,61.276878,13.911111,102.82915,11.474849
d29_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,4933,2362,2581,59,1044.881356,2142.932203,7299,2366,2665,7302,2366,2665,4933,2376.245084,2581.098926,4148,967.807377,2208.770733,362009,2568.588347,2124.287816,4371,973.643331,2197.394875,4933,2376.245084,2581.098926,79,39,283.011355,0.137804,101.350686,0.39173,0.435429,0.598439,558.590731,36.441089,350.5648,49.475006,233.536349,0,11.434944,100.153297,0,35.923937,314.640862,0,2.224691,34.216398,0
d33_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,5704,1439,4221,65,1222.646154,3828.061538,22209,1263,3740,19641,853,1967,5704,1443.867987,4211.529102,10760,1313.812825,3668.542472,350048,1459.404045,3380.024697,12285,1327.03606,3562.397884,3869,998.5590592,2208.623417,318,198,799.768192,0.247572,274.680162,0.381657,0.410526,0.781618,1542.610387,101.96763,968.65684,198.274599,595.55946,5.934133,44.93597,259.439826,3.933699,141.170514,815.128247,12.358079,8.553209,91.355311,2.059111
d11_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,5742,1989,1876,62,1975.854839,1989.064516,12750,1974,1725,11696,1572,670,5742,1988.885057,1875.587252,5297,2466.454031,1530.341136,454188,2031.161746,1655.092426,5177,1587.717983,319.2476338,5742,1988.885057,1875.587252,81,45,315.542304,0.142612,122.554067,0.418343,0.435429,0.615789,621.903621,45.54227,415.005217,36.894361,278.575372,0.072571,8.446738,123.608837,0.044689,26.536209,388.328614,0.140394,1.610625,43.910032,0.021613
d11_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,3984,1279,1313,50,1805.18,1527.02,13147,1795,1669,13554,1471,1632,3984,1277.235442,1313.385793,5636,1723.100071,1562.057665,364350,1458.543508,1013.710644,4540,1794.039868,1557.693612,3984,1277.235442,1313.385793,95,47,337.649981,0.139197,123.328259,0.401617,0.435429,0.929368,664.809667,45.003845,427.727341,48.351217,287.679426,1.619338,11.771698,123.131804,1.24634,36.981879,386.829971,3.915492,2.391473,41.848347,0.764025
d07_02_G01_0_2_T,glasshouse_b2,Gladius,T0,R2,T,4221,1213,1000,55,1190.618182,1134.2,7692,1385,428,10178,1303,588,4221,1213.237148,999.8073916,4651,1557.110084,317.8110084,357327,2031.171927,888.0755079,3389,1608.594276,301.6417822,4221,1213.237148,999.8073916,44,30,196.686421,0.152527,80.721366,0.444619,0.435429,0.598439,383.76372,32.357835,277.248549,16.052507,180.633914,0,3.70808,84.542874,0,11.649278,265.599271,0,0.722091,31.635744,0
d29_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,17852,1133,2443,61,1384.032787,1239.885246,34647,1340,2114,32708,1324,2159,17850,1204.864874,2478.904706,13449,1125.472972,1909.917466,439606,1425.013471,1174.39219,18028,1415.181662,1030.198414,18466,1205.407235,2311.194574,189,135,992.637387,0.136001,365.297492,0.406703,0.435429,0.821052,1943.583772,136.046303,1270.003486,150.78893,833.396206,8.452252,38.264834,360.192505,5.797325,120.212522,1131.578129,18.212835,7.980305,124.915484,3.150515
d37_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,11050,764,3240,65,743.2153846,3170.015385,26732,744,3053,26732,744,3053,11050,849.2247964,3220.585611,10224,728.6837833,3065.992958,489629,840.438916,2321.926287,16335,751.4276706,2655.282277,5882,923.1989119,3690.742945,227,159,766.280023,0.207496,278.577455,0.408255,0.435429,1.231578,1476.760492,109.503542,990.342577,123.110774,621.235802,21.933447,30.150796,268.435902,16.649135,94.72152,843.316257,52.304799,6.120645,93.142216,10.240681
d3_T002_08.10.23,field,Gladius,na,R2,T,213563,1263,5464,55,692.5818182,6337,364057,1260,5458,368781,1429,5339,163525,1382.570873,5317.552203,183085,1254.442319,5205.081875,1185793,904.4910621,5355.218083,364506,1312.03784,5437.28343,154213,1414.273181,5339.288821,1607,1169,5975.323728,0.195638,1125.961906,0.213197,0.18932,0.723392,11626.02322,235.805552,3990.581983,5322.83009,649.240719,3.25292,1036.310438,231.748437,2.106468,3255.728957,728.23536,6.617666,167.950256,66.780495,1.074801
d41_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,30343,1295,3684,58,2377.396552,2730.603448,58540,1191,3887,61174,1203,3848,30343,1306.731305,3686.856277,39177,1295.321541,3639.248437,615335,1242.357693,3623.572553,57568,1208.473961,3909.578846,20981,1254.800248,3748.275916,785,637,1977.999924,0.322042,702.982136,0.4105,0.410526,1.369275,3683.556426,300.807289,2577.880563,489.262402,1368.745549,119.991972,120.822266,606.806483,92.574301,379.574344,1906.71038,291.595839,24.715022,217.795357,58.29691
d21_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,6750,1465,2116,61,1548.983607,2512.459016,10656,1429,2417,10652,1467,1765,6750,1465.022667,2115.917333,5800,1527.414483,2496.614828,442420,1533.034124,1715.367456,7000,1531.116,2439.982143,6750,1465.022667,2115.917333,79,47,417.583409,0.112552,148.039204,0.390084,0.410526,0.725714,822.851038,52.123017,514.524063,52.127068,364.930732,0.525609,13.265918,150.168864,0.343313,41.676112,471.769401,1.078551,2.771729,49.174751,0.176537
d25_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,12677,970,2621,75,922.1733333,2033.613333,15283,933,2413,17151,970,2659,12677,1029.857853,2630.983513,8884,941.6462179,2823.567875,598744,954.7696344,1932.621559,7936,911.9440524,2761.192288,12892,1026.418942,2617.46556,138,100,553.977042,0.180513,206.983128,0.411088,0.435429,0.870857,1076.193434,78.088501,717.187734,67.893195,478.710737,7.373111,15.266996,207.835961,5.184989,47.962683,652.935927,16.289124,2.895422,72.314632,2.878447
d21_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,10104,1799,3104,52,1777.865385,2595.134615,22133,1729,2425,30427,1784,2736,10104,1773.662906,3095.51158,11976,821.6445391,3314.172512,419632,851.899786,2822.317411,12955,804.47912,3267.924199,10104,1773.662906,3095.51158,157,108,807.329083,0.133774,309.266004,0.413987,0.435429,0.725714,1587.462588,113.969678,1054.340417,87.975002,718.961163,0.392917,21.136708,314.206639,0.263631,66.402928,987.10927,0.82822,4.209082,109.620884,0.139712
d43_27_G04_0_3_S,glasshouse_b2,Forrest,T0,R3,S,10607,764,3220,54,1453.037037,655.2222222,34227,933,3749,46638,754,2996,10607,850.9981145,3203.595644,20221,1458.582068,729.3695663,496326,845.3559556,2321.246642,21158,1439.909538,773.8370356,8127,1427.454534,630.253353,315,233,940.930517,0.247627,342.040132,0.414262,0.435429,1.563236,1790.767078,146.061249,1234.208782,183.21908,703.027127,54.68431,45.262532,300.785505,46.769391,142.196437,945.081971,146.930374,9.248691,103.440483,33.372075
d37_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,5885,1514,1618,75,1935.373333,1328.986667,19921,1848,1327,19650,1614,1312,5885,1518.522175,1623.240102,10283,1675.803657,1522.452592,361516,1880.000479,1469.600964,11934,1715.772331,1487.42115,5885,1518.522175,1623.240102,266,144,818.392654,0.175955,258.875058,0.351901,0.324549,1.338151,1599.111522,89.485762,909.225926,360.990879,452.676454,4.725322,90.678517,194.674817,4.062267,284.874963,611.588974,12.761989,18.743971,67.788577,2.953213
d1_T006_27.09.23,field,3811,na,R3,S,44091,1816,6111,98,1268.744898,6195.204082,225280,1291,5380,301476,1179,2738,36308,1817.050347,6074.105624,142515,1390.161793,5902.645946,794996,1924.608652,5702.282668,190981,1124.497002,3210.944837,33535,1812.425943,6094.169465,977,291,2752.800239,0.105711,488.891495,0.196009,0.18932,1.129594,5469.538746,92.287495,1702.702389,2613.391395,136.631863,2.776981,492.947542,46.602213,2.406836,1548.640376,146.500715,7.561299,77.795418,12.79942,1.692657
d45_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,6475,1526,2621,70,1716.714286,2355.928571,30224,1705,2346,26605,1043,3190,6475,1535.201081,2624.992896,12287,1705.610238,2421.70717,385499,1456.108527,2108.83623,13871,1448.359815,2693.365583,6447,1534.792462,2625.722817,370,222,908.015803,0.244489,317.297588,0.390997,0.410526,1.161143,1748.753682,123.192823,1127.968455,223.705026,652.073072,32.237705,53.134305,281.217787,24.691419,166.926342,883.471734,77.570379,10.552273,97.440456,15.200095
d37_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,13691,766,4445,48,794.9583333,4544.291667,39417,2218,3175,31738,2194,4555,12579,807.2982749,4391.034184,14369,793.6912798,4446.927622,494949,855.9056489,4016.155751,21257,2426.73317,4077.723056,12034,809.0746219,4387.944158,336,214,1208.132071,0.177133,445.381598,0.408345,0.435429,1.016,2346.521811,173.318728,1551.819955,231.779985,945.156169,31.195918,50.510881,421.417873,22.030879,158.684612,1323.923294,69.212049,9.333641,151.652783,12.332303
d27_20_G03_0_4_T,glasshouse_b2,CALINGIRI,T0,R4,T,18001,1790,2354,51,1579.235294,1362.333333,40867,1139,3689,45102,1077,3373,18000,1859.369833,2340.8965,19367,1535.994733,4197.555739,595456,1548.661763,3550.952336,12363,1852.977433,2571.115587,18001,1859.363146,2340.94867,195,137,1096.194402,0.124978,390.751029,0.394988,0.435429,0.917964,2151.080404,141.212827,1362.26961,183.031793,905.80195,7.360659,47.201832,381.245644,5.176408,148.288929,1197.718515,16.262166,9.955873,128.375316,2.881637
d09_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,1402,1338,485,64,1218.46875,892.859375,2345,1373,432,3349,1305,580,1402,1340.425107,486.2339515,1004,1218.787849,892.1583665,311043,1452.80484,283.0305199,1304,1567.08589,415.6157975,1639,1573.516779,388.8669921,33,21,84.419369,0.248758,28.43444,0.374751,0.410526,0.615789,163.887523,10.123767,99.94534,22.107765,62.166461,0.145143,5.223934,26.500278,0.089377,16.411474,83.253079,0.280787,1.025403,9.055138,0.043226
d49_01_G01_0_1_T,glasshouse_b2,Gladius,T0,R1,T,10242,938,2642,51,1978.098039,1115.039216,81628,1320,3763,90489,1306,3639,9621,2166.565222,2510.728718,29251,2032.018837,1246.787153,664196,922.2684524,2489.482588,41493,695.7648037,3263.655171,7382,953.1402059,2719.344216,594,384,1916.234344,0.200393,708.348814,0.408917,0.435429,1.026315,3711.408105,275.549512,2473.132567,368.820352,1525.966664,21.447329,82.405338,689.820806,14.928632,258.884004,2167.348883,46.899681,15.565504,251.656435,8.327573
d17_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,4764,1171,1878,61,1279.04918,1005.655738,18421,1072,2208,18414,1072,2208,4764,1185.763434,1880.541982,6955,862.8330697,2803.074047,384877,869.3417066,2229.331363,7836,1343.719245,940.2378765,4598,772.4849935,2832.688125,154,84,499.062718,0.168316,184.036498,0.399887,0.435429,0.725714,977.642167,67.73252,632.059237,88.226164,408.789082,2.047472,20.485509,179.310672,1.361214,64.357124,563.425732,4.276381,3.993828,63.025295,0.713397
d27_09_G02_0_1_T,glasshouse_b2,5489,T0,R1,T,9959,758,4260,94,2349.053191,2479.585106,40077,2295,3950,50532,2069,2646,9959,780.6413295,4268.305452,18758,2390.705619,3970.859793,377012,886.5769737,3936.74487,14237,2335.349301,3278.685257,9959,780.6413295,4268.305452,206,136,924.122387,0.147167,368.636524,0.437138,0.435429,1.016,1803.533696,147.549634,1270.248827,84.256617,812.866544,26.999226,18.370576,366.67526,19.286923,57.712868,1151.944304,60.591656,3.405459,133.219885,10.924289
d31_35_G05_0_3_S,glasshouse_b2,Hartog,T0,R3,S,5567,1423,4241,95,1630.084211,677.4526316,25611,1266,3476,33794,1190,3209,3813,1652.794388,475.5129819,14270,1564.006097,737.2105116,354264,1459.31214,3371.10252,12869,1571.448209,667.3478126,3811,988.0139071,2236.600892,263,167,721.645814,0.231415,253.113384,0.391552,0.410526,0.917964,1390.53101,96.570806,894.718244,165.703212,543.280322,12.66228,37.391839,238.856506,8.549318,117.469926,750.389843,26.858475,7.104577,84.870299,4.59593
d27_44_G06_0_4_S,glasshouse_b2,3811,T0,R4,S,12798,1235,3542,56,1576.357143,877.125,38541,1274,1320,42448,1184,3037,12798,1197.659165,3541.226754,19360,832.788688,2197.627479,558339,916.1626592,1169.933361,11065,858.3451423,2619.460371,7817,820.2489446,1411.839452,252,177,1112.278309,0.159133,399.251341,0.394212,0.435429,0.781618,2174.534856,144.42962,1380.113854,198.137635,909.252601,4.888073,46.39224,389.552875,3.358769,145.745519,1223.81645,10.551884,9.116532,133.490386,1.822701
d1_T002_27.09.23,field,Gladius,na,R2,T,133683,873,5567,104,1036.461538,5249.403846,373986,1227,5467,382680,1385,5339,112576,906.3271479,5650.926405,191967,1213.763694,5199.663807,796481,900.6888739,5082.818867,374371,1276.816618,5449.396967,109982,902.899038,5667.476833,1569,1260,6075.20385,0.2074,1163.196598,0.217511,0.18932,1.06087,11769.21507,251.885653,4139.638847,5349.028067,714.07541,12.100372,1052.174705,256.91953,8.491856,3305.599869,807.279827,26.759151,172.154104,74.940579,4.790971
d27_34_G05_0_2_S,glasshouse_b2,Hartog,T0,R2,S,6621,2120,1331,88,1536.727273,565.75,30411,1577,1140,42147,1954,2369,6621,2119.615768,1332.046368,16494,1564.612283,750.3314539,464401,1921.359179,976.2913323,12882,1541.770998,656.9784195,6564,2121.714503,1336.996039,184,108,834.701481,0.129388,307.896685,0.402535,0.435429,0.821052,1640.584659,112.302605,1058.684867,108.511465,717.695252,8.494763,25.616141,305.440063,5.895677,80.475482,959.68757,18.521815,5.059991,104.007607,3.235008
d49_05_G01_1_1_T,glasshouse_b2,Gladius,T1,R1,T,12824,1367,4003,85,1272.752941,2990.376471,76188,1323,3703,109580,1282,2757,10582,1393.249575,4109.236534,44653,1292.71545,2721.520816,490451,1376.261553,3885.78069,57655,1131.293747,3296.118619,6704,1449.957339,4337.384397,995,585,2348.451268,0.2491,740.880678,0.357451,0.324549,1.298197,4520.890124,275.10162,2655.16675,936.915008,1348.447368,63.088893,215.333583,581.631745,48.140913,676.490402,1827.437208,151.239139,41.647016,203.756396,29.698208
d37_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,2210,701,2287,80,752.9,2416.6875,8130,778,2483,8130,778,2483,2210,704.6692308,2289.830317,6439,780.8526169,2332.366051,379091,873.9507717,2492.282204,5491,744.2150792,2391.483883,2038,696.5078508,2305.286555,105,41,316.344496,0.129606,98.274984,0.338983,0.324549,0.615789,627.74205,31.644983,341.083064,120.641209,195.600656,0.102631,29.206731,79.300181,0.063199,91.755651,249.128867,0.198547,5.879177,25.73524,0.030566
d49_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,11697,1340,578,48,2186.25,2419.041667,63625,2002,2906,82214,1775,2554,9149,1354.496994,574.9351842,42767,1511.536652,785.0606776,381523,1456.62147,331.5166976,41864,1534.668235,782.0601233,9150,1354.496393,574.9278689,771,519,1716.440107,0.30237,614.592583,0.419044,0.435429,2.21075,3201.108989,301.382905,2281.167418,490.874232,1068.585455,156.980419,105.724957,486.381046,133.525203,332.144749,1528.526724,420.495945,19.417045,179.3732,102.59266
d27_26_G04_0_2_S,glasshouse_b2,Forrest,T0,R2,S,6655,1417,3106,52,1586.807692,2848.423077,27144,1420,3056,27152,1420,3056,5110,965.909589,2565.387476,9582,1216.753287,2732.694845,399297,1455.935484,364.3452192,7123,2015.385933,2867.593149,5110,965.909589,2565.387476,139,87,534.133641,0.162881,202.917303,0.41525,0.435429,0.781618,1045.580198,76.401639,702.274846,59.759152,473.19058,1.183909,14.43038,208.304959,0.805688,45.334376,654.409328,2.531142,2.890021,73.078151,0.433468
d45_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,8475,1880,3597,48,1265.0625,2855.6875,38184,1653,4060,39587,1681,4013,8475,1825.450973,3587.055103,17247,1707.09967,2241.679133,612812,2078.345777,2540.807677,20511,1548.181415,4388.979084,8475,1825.450973,3587.055103,510,348,1420.259393,0.245026,507.643488,0.402967,0.435429,1.056656,2723.324753,199.300709,1808.249981,283.466099,1105.871305,30.921989,63.133373,490.157679,22.138057,198.339342,1540.221489,69.68915,11.859537,174.732801,12.708371
d35_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,9817,1486,3184,50,1840.7,884.24,46350,1503,1598,45672,1503,1594,9817,1471.507793,3183.545482,23576,1638.044113,1056.952027,649355,1516.26532,2410.72864,28528,1572.543256,1167.360628,9817,1471.507793,3183.545482,266,182,1277.033857,0.142518,473.299909,0.407987,0.435429,0.870857,2503.289292,176.514386,1645.2892,203.748464,1064.943951,8.341442,54.069986,463.892398,5.749434,169.865871,1457.36095,18.062379,11.664984,161.719151,3.130251
d15_21_G03_1_1_T,glasshouse_b2,CALINGIRI,T1,R1,T,9711,1868,2353,57,1706.947368,2110.877193,18389,1822,2150,19680,1800,1834,9711,1868.942539,2353.465658,7718,1377.038741,1880.212361,349607,2037.598154,2077.66801,5167,1815.103155,1728.591446,9711,1868.942539,2353.465658,104,62,499.854721,0.124036,174.451264,0.388254,0.435429,0.740086,983.177225,62.126782,610.351189,96.598917,400.753157,2.502646,24.229242,168.278378,1.773198,76.118408,528.662115,5.570666,5.023172,56.114424,0.989187
d45_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,42182,1188,3853,59,1267.627119,3592.474576,76524,1190,3981,75430,1190,3981,23968,1034.304364,4017.873456,44809,1336.731103,3638.291705,640108,1215.891161,3668.359138,73658,1229.446469,4001.123761,23952,1033.782189,4019.142243,1199,942,2858.831956,0.329505,967.408203,0.39492,0.410526,1.747751,5315.043099,415.964236,3575.757576,916.225438,1729.841285,212.765234,212.726039,762.460842,162.764267,668.29856,2395.551813,511.907204,41.501789,272.77366,101.688787
d21_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,2231,775,2278,80,731.5875,2222.3125,7610,830,2181,7610,830,2181,2231,795.6284177,2281.486329,3809,752.1512208,2204.883959,375751,872.5927542,2481.728615,3758,751.9912187,2202.664715,2199,795.884493,2278.730787,56,18,216.440222,0.083164,72.784581,0.367473,0.410526,0.580571,431.305755,24.731215,251.451885,52.908629,163.531593,0,12.682538,67.357083,0,39.843368,211.608517,0,2.544549,22.186666,0
d19_19_G03_0_3_T,glasshouse_b2,CALINGIRI,T0,R3,T,12029,1732,2287,63,1449.063492,1064.650794,25132,1499,1401,24968,1499,1401,12029,1718.348657,2287.186882,13570,1463.473029,1100.486146,732540,1464.54741,2355.890751,13017,1574.99516,3053.638165,8997,1472.154607,3019.463043,132,84,714.435188,0.117575,261.318766,0.401667,0.435429,0.580571,1408.289998,94.494854,906.50692,96.314156,618.121032,0,25.158079,263.392035,0,79.036437,827.470483,0,5.356894,89.13796,0
d15_33_G05_0_1_S,glasshouse_b2,Hartog,T0,R1,S,3360,1225,882,51,1197.45098,2353.745098,13733,1259,2273,13542,1259,2280,3360,1229.100298,882.078869,6036,1073.647614,1041.408714,365852,1456.865727,2197.073598,9177,1156.630598,2304.436744,3360,1229.100298,882.078869,86,36,367.712464,0.097903,134.946406,0.398691,0.435429,0.580571,731.195156,48.784764,462.736175,57.700113,310.012351,0,13.302758,133.990741,0,41.791847,420.944328,0,2.574434,46.21033,0
d13_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,3653,1529,1252,63,1439.174603,1380.68254,10040,1557,1500,10051,1557,1500,3653,1524.546126,1251.726526,4035,1501.728377,1254.954399,372024,1025.397703,1465.303738,4698,928.1796509,853.9957429,3653,1524.546126,1251.726526,103,71,306.097552,0.231952,111.041253,0.39623,0.435429,0.725714,593.7554,40.240221,384.113965,46.123017,259.594068,0.380466,11.099635,110.882924,0.251404,34.870533,348.453622,0.78981,2.210953,37.898273,0.130995
d25_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,10116,2166,2567,66,1944.5,2283.863636,18552,1788,2226,23736,2171,2738,10116,2160.974397,2567.309806,8038,1914.22207,2020.189102,726800,2010.466914,1519.630382,9219,1914.200998,1695.248834,9392,1144.956346,2440.710285,119,79,637.446699,0.123932,231.172678,0.401841,0.435429,0.580571,1255.641706,83.005137,805.049638,64.951214,572.495485,0,17.110567,239.073404,0,53.754432,751.295206,0,3.661946,79.343191,0
d35_08_G01_1_4_T,glasshouse_b2,Gladius,T1,R4,T,18136,1888,2110,48,2031.333333,1551.479167,31696,1805,1291,31022,1797,1282,18136,1925.447067,2101.318869,14503,1751.082604,1450.246087,476051,1982.480369,1189.064073,12404,1804.323767,980.729684,7593,1590.375346,2051.557355,258,180,856.440713,0.210172,291.859851,0.378239,0.410526,0.740086,1663.834403,105.995444,1019.882788,305.273997,540.207545,10.959171,79.200328,238.07073,7.367716,248.815168,747.921256,23.146364,16.750573,85.339293,3.905578
d05_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,2253,1573,819,61,1720.163934,522.852459,3407,1487,432,4497,1576,676,2253,1564.804261,820.6307146,1710,1399.882456,467.4935673,219527,1463.887016,240.6073786,3115,1632.637239,248.9640449,2242,1564.909456,819.8412132,34,16,137.241206,0.116583,47.489043,0.376687,0.410526,0.580571,271.838895,16.271079,162.82101,30.969658,106.271547,0,7.474377,44.35316,0,23.481447,139.339563,0,1.500405,14.770674,0
d15_46_G06_1_2_S,glasshouse_b2,3811,T1,R2,S,4723,1662,1513,70,1625.871429,620.6285714,12590,1728,1914,14775,1685,1817,4723,1676.055473,1513.400381,5553,1570.557897,1420.992977,364050,1461.802137,1020.043928,4723,1676.615287,1528.956384,4723,1676.055473,1513.400381,63,31,295.059616,0.105064,110.99912,0.406408,0.435429,0.598439,583.618229,40.019383,378.277161,33.154095,261.905521,0,8.042861,112.366499,0,25.267393,353.009769,0,1.631235,38.388148,0
d19_29_G04_1_1_S,glasshouse_b2,Forrest,T1,R1,S,3132,238,1757,69,1385.202899,733.5652174,7166,273,1699,7255,1281,2018,3132,240.9262452,1757.542146,4011,295.7434555,1669.752929,327550,280.4510334,1479.163419,2534,214.5217048,1807.32281,2972,243.2648048,1749.826716,62,26,197.1791,0.13186,64.126271,0.356519,0.410526,0.580571,388.397028,21.687225,223.380702,52.5303,144.648801,0,11.978491,59.102242,0,37.631539,185.749164,0,2.302518,19.384707,0
d35_04_G01_0_4_T,glasshouse_b2,Gladius,T0,R4,T,19918,2050,3513,66,1590.924242,653.2272727,55145,1640,1258,49191,1641,1164,19531,2040.890123,3521.853054,31423,1626.403081,796.8873437,495076,1500.420511,463.1253282,29755,1626.602016,775.2938666,19432,2040.542096,3515.013689,477,403,1384.471364,0.291086,502.271543,0.423164,0.435429,1.603155,2587.213164,221.589256,1847.02599,253.438618,1049.319516,81.713229,60.48421,458.143174,69.232266,190.016749,1439.509663,217.499578,12.026424,161.190086,48.372746
d7_T012_04.11.23,field,Gladius,na,R5,T,86100,758,5764,81,542.5679012,6321.753086,201339,966,5697,200691,866,5673,77498,753.1242355,5768.675914,91081,676.7186021,6204.227391,719613,496.9476149,5735.180298,116491,849.0216412,6157.087938,75484,751.2943935,5754.499868,1009,424,3307.837514,0.12818,598.989841,0.201588,0.18932,0.616383,6547.151622,115.950331,2095.12606,3080.909116,226.681662,0.246737,587.434308,79.292671,0.152084,1845.495229,249.153044,0.477787,93.58962,22.287086,0.073625
d45_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,12980,1542,3275,62,1773.564516,2442.145161,46925,1900,4032,47590,1900,4031,12980,1494.607858,3289.35547,21577,1670.384298,3276.455207,648463,1489.563079,2895.718849,31080,1707.325064,2224.135682,13730,1367.994173,1690.241442,430,292,1741.969384,0.167626,650.869008,0.411368,0.435429,1.016,3395.508959,249.46874,2258.061267,305.200907,1413.825072,22.943405,73.803242,628.941293,15.985381,231.859722,1975.98199,50.219555,14.875955,225.713028,8.879756
d25_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,13335,1766,3341,46,643.6956522,1760.152174,27608,1774,2669,33809,1810,3020,13335,1778.765129,3342.541207,14357,1785.366929,2416.654594,424603,851.4013231,2799.743947,17954,755.9699788,3623.146318,13335,1778.765129,3342.541207,217,143,1001.321145,0.142811,387.327731,0.423243,0.435429,0.740086,1957.393151,148.294497,1336.759184,93.404523,904.122278,3.794344,21.741465,401.039753,2.612398,68.302827,1260.249266,8.207091,4.244825,142.630667,1.419005
d09_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,3180,1238,717,52,1393.269231,202.25,7085,1247,652,7070,1247,652,3180,1242.55,716.6679245,3749,1123.398773,782.0098693,355314,1455.463317,770.7702089,3437,1120.095432,794.3418679,3180,1242.55,716.6679245,51,25,196.191024,0.127427,70.683203,0.390594,0.410526,0.580571,387.94097,24.926997,241.71452,30.977837,165.213187,0,7.607513,69.332609,0,23.899706,217.814814,0,1.543092,23.383904,0
d37_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,29604,1864,3631,60,1598.016667,3622.383333,27237,1779,4223,27904,1783,4216,18801,1861.913994,3274.094144,13437,1720.85979,3993.248493,559033,1945.604013,2745.756966,13933,1579.589823,1811.433431,19199,1862.521017,3235.521746,262,214,1102.83707,0.194045,380.128272,0.38785,0.410526,0.870857,2135.129617,138.169257,1349.551304,229.352627,858.370207,15.114236,60.639019,358.459775,10.375177,190.503098,1126.313234,32.734972,13.028331,119.462734,5.678192
