Image_name,data_type,Genotype,Treatment,Replication,Group,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
d21_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,69,41,404.739151,0.1013,151.752165,0.408779,0.435429,0.725714,798.297511,55.165429,519.426833,40.168254,362.626056,1.944841,9.169114,154.943181,1.226401,28.805622,486.768358,3.852853,1.758806,52.79813,0.608492
d21_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,211,202,853.294569,0.23673,307.71762,0.423142,0.435429,1.947296,1610.056749,140.904455,1140.288897,106.431278,713.132897,33.730394,26.495382,300.132187,36.151653,83.378092,942.967068,113.943737,5.473588,100.621742,34.809125
d21_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,114,76,739.255224,0.102806,267.891498,0.399621,0.435429,0.740086,1456.906776,96.438307,929.583056,92.991861,638.979548,7.283815,24.021262,267.036286,4.83793,75.465019,838.919233,15.198804,5.058734,88.842931,2.536642
d21_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,119,75,768.954458,0.097535,283.712402,0.405543,0.435429,0.580571,1519.217165,102.858954,984.124348,80.228568,688.72589,0,21.198389,292.058121,0,66.596702,917.527646,0,4.545984,98.312971,0
d21_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,145,83,819.587308,0.10127,292.792041,0.394794,0.435429,0.781618,1620.108808,104.873514,1016.745361,120.552798,691.413625,7.620885,30.237822,288.066299,5.312427,94.994918,905.060962,16.68948,6.232027,95.724084,2.917403
d21_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,107,79,657.763008,0.120104,232.099602,0.395705,0.435429,0.870857,1294.406326,84.17619,819.519997,108.064318,546.235006,3.463683,29.027719,229.376172,2.457426,91.193269,720.606496,7.720232,6.306018,76.493119,1.377053
d21_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,84,58,532.192555,0.108983,196.513103,0.405697,0.435429,0.580571,1049.049253,70.265041,678.325216,40.672348,491.520206,0,10.6204,205.297222,0,33.364971,644.960245,0,2.263335,68.001706,0
d21_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,101,69,477.963204,0.144363,175.425587,0.402327,0.435429,0.580571,936.252105,63.44319,605.908661,59.373529,418.589675,0,14.157318,178.709399,0,44.476526,561.432135,0,2.812733,60.630457,0
d21_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,72,36,627.192398,0.057399,224.815877,0.396867,0.435429,0.615789,1245.438247,79.942112,781.421608,71.934428,555.112827,0.145143,17.517802,231.127044,0.089377,55.033797,726.107023,0.280787,3.550575,76.348311,0.043226
d21_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,93,66,392.865879,0.167996,143.799581,0.40272,0.435429,0.917964,765.748309,53.515307,498.765739,62.862633,326.759412,3.243833,14.05436,142.354309,2.353397,44.153073,447.219251,7.393415,2.623808,49.531251,1.360248
d21_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,85,51,378.560673,0.134721,146.290688,0.417591,0.435429,0.598439,744.716271,54.207493,499.98118,33.599838,344.960835,0,8.086181,151.062772,0,25.403486,474.577694,0,1.620066,52.587427,0
d21_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,105,65,472.804009,0.137478,170.269574,0.394228,0.435429,0.598439,930.994855,60.716492,587.980643,69.995263,402.808746,0,16.668482,170.458261,0,52.36558,535.615063,0,3.280506,57.435986,0
d21_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,145,89,442.837837,0.200977,157.071444,0.388286,0.435429,0.598439,864.42845,55.825121,543.643564,70.600737,372.237099,0,16.618938,156.428183,0,52.209935,491.433629,0,3.236526,52.588594,0
d21_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,59,29,202.243261,0.143392,64.747731,0.347998,0.324549,0.580571,399.570526,21.088498,223.41141,59.005514,143.237747,0,13.660011,57.45405,0,42.914189,180.497221,0,2.654186,18.434312,0
d21_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,56,18,216.440222,0.083164,72.784581,0.367473,0.410526,0.580571,431.305755,24.731215,251.451885,52.908629,163.531593,0,12.682538,67.357083,0,39.843368,211.608517,0,2.544549,22.186666,0
d21_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,73,33,218.43856,0.151072,71.794458,0.358957,0.410526,0.580571,431.264584,23.716444,248.074814,44.429857,174.008703,0,10.082767,68.881899,0,31.675947,216.398867,0,1.910172,21.806272,0
d21_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,52,22,187.050778,0.117615,69.756279,0.400028,0.435429,0.580571,371.47867,25.265701,237.144993,30.68453,156.366248,0,7.097426,68.388169,0,22.297223,214.84777,0,1.377724,23.887977,0
d21_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,105,41,497.850367,0.082354,182.546047,0.400239,0.435429,0.725714,986.771794,65.835949,627.427606,67.946906,428.882304,1.021157,16.040851,183.02495,0.60592,50.393821,574.989839,2.043946,3.165645,62.343575,0.326729
d21_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,161,81,773.348412,0.104739,293.560967,0.410669,0.435429,0.917964,1529.485677,107.551443,998.480117,89.797467,679.541023,4.009922,20.094849,294.84649,2.884753,63.129831,926.287566,9.062719,3.779623,102.115527,1.656293
d21_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,130,72,437.209095,0.164681,157.050377,0.392826,0.410526,0.615789,856.98292,57.425795,544.170313,78.273564,358.760328,0.175203,18.224843,154.844081,0.107888,57.255034,486.576339,0.33894,3.546266,53.82735,0.052179
d21_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,192,110,571.914269,0.192337,208.884375,0.397803,0.435429,0.725714,1119.009843,77.264325,720.700244,105.805692,465.099871,1.008706,23.60884,205.124669,0.672503,74.169359,644.418153,2.112732,4.454471,72.456389,0.353466
d21_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,79,41,282.078242,0.14535,102.55674,0.394582,0.435429,0.580571,555.180759,36.925497,352.015227,48.321157,233.757085,0,10.92935,101.120577,0,34.335565,317.679662,0,2.083658,34.841839,0
d21_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,109,51,499.149574,0.102174,184.831757,0.399928,0.435429,0.649099,987.713515,66.27431,629.153321,71.660867,427.313504,0.175203,16.566379,183.585619,0.113724,52.044814,576.751232,0.357274,3.230006,62.986328,0.057977
d21_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,76,44,227.737929,0.193205,83.702268,0.399054,0.435429,0.580571,446.528057,30.198173,288.396372,31.83963,195.898298,0,7.927305,83.872111,0,24.904365,263.492008,0,1.629969,28.568204,0
d21_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,71,37,343.212345,0.107805,133.487554,0.419181,0.435429,0.615789,677.912318,49.318825,454.11647,28.126036,315.013737,0.072571,6.89536,137.609714,0.044689,21.662411,432.313665,0.140394,1.404025,47.893186,0.021613
d21_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,149,97,667.486416,0.145321,247.019914,0.406699,0.435429,0.870857,1309.454577,91.045411,856.438767,81.464052,577.618667,8.403698,21.023762,245.483544,6.10562,66.048096,771.209298,19.181372,4.437131,83.119303,3.488977
d21_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,173,101,715.266885,0.141206,266.169316,0.402657,0.435429,0.725714,1407.613497,97.185358,913.052586,95.339934,619.371282,0.555669,22.380944,267.874169,0.378552,70.31181,841.55152,1.189255,4.392851,92.589042,0.203465
d21_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,157,108,807.329083,0.133774,309.266004,0.413987,0.435429,0.725714,1587.462588,113.969678,1054.340417,87.975002,718.961163,0.392917,21.136708,314.206639,0.263631,66.402928,987.10927,0.82822,4.209082,109.620884,0.139712
d21_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,175,117,907.917811,0.128866,336.041461,0.40513,0.435429,0.917964,1780.909234,123.336418,1156.248695,110.876781,784.221156,12.819874,26.013175,332.923393,9.108823,81.722799,1045.909685,28.616211,5.107016,113.088578,5.140824
d21_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,119,61,487.721741,0.125071,178.006227,0.396621,0.435429,0.580571,961.513523,63.281975,608.539604,75.596966,412.124776,0,17.713645,175.990527,0,55.649058,552.890547,0,3.482036,59.799939,0
d21_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,84,44,449.616066,0.097861,162.290656,0.395843,0.435429,0.580571,890.231504,57.721142,561.671132,59.854856,389.761209,0,15.091289,163.694185,0,47.410682,514.26045,0,3.139836,54.581306,0
d21_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,79,47,417.583409,0.112552,148.039204,0.390084,0.410526,0.725714,822.851038,52.123017,514.524063,52.127068,364.930732,0.525609,13.265918,150.168864,0.343313,41.676112,471.769401,1.078551,2.771729,49.174751,0.176537
d21_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,90,48,524.040474,0.091596,191.320223,0.399324,0.435429,0.740086,1037.888234,68.288618,658.317166,58.862141,463.841987,1.336346,13.305571,195.333605,0.909687,41.800683,613.658618,2.857866,2.531408,65.269285,0.487925
d25_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,205,131,801.906122,0.163361,303.688662,0.415419,0.435429,0.781618,1566.645573,115.078427,1046.789963,111.249953,688.90414,1.752029,25.542174,306.479887,1.181533,80.243106,962.834963,3.711894,4.907147,109.541702,0.629579
d25_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,164,112,821.94289,0.136263,326.951288,0.432274,0.435429,1.105375,1607.925783,126.278036,1122.559104,50.439064,762.170401,9.333424,11.959307,338.316275,7.046079,37.57127,1062.851924,22.13591,2.367573,119.62676,4.283703
d25_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,136,86,799.555243,0.10756,303.772928,0.413078,0.435429,0.781618,1575.697686,112.173812,1040.053484,82.637279,711.614207,5.303757,19.669392,307.910796,3.479118,61.793218,967.330293,10.929973,3.900695,106.471011,1.802106
d25_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,202,132,971.788695,0.135832,365.292225,0.412588,0.435429,0.973648,1902.537393,137.749737,1258.755635,143.180648,817.265389,11.342658,33.297023,359.436077,7.941263,104.605684,1129.201738,24.948213,6.484348,126.85418,4.411209
d25_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,185,119,771.288551,0.154287,279.867775,0.397438,0.435429,0.870857,1509.37482,100.801571,966.439753,116.957675,650.396547,3.93433,28.52282,276.293426,2.811083,89.607081,868.001396,8.831276,5.780405,93.4306,1.590566
d25_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,124,78,513.635203,0.151859,170.506571,0.36933,0.410526,0.725714,1003.712463,59.735555,600.275333,150.042067,355.423875,8.16926,39.364941,146.353473,5.355159,123.668608,459.782997,16.823729,8.415121,48.551899,2.768535
d25_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,107,73,612.317758,0.119219,209.6533,0.382934,0.410526,0.781618,1203.756307,73.378664,738.045613,115.192676,495.565865,1.559218,30.889362,202.909349,1.104951,97.041794,637.532514,3.471305,6.696265,66.065319,0.61708
d25_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,95,71,566.259803,0.125384,194.638189,0.381448,0.410526,0.740086,1111.934957,68.886398,676.953368,149.992414,404.938068,11.329322,39.508707,168.123617,7.848626,124.120263,528.175919,24.657186,8.461748,56.139855,4.284795
d25_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,144,90,823.561735,0.109281,327.167219,0.430769,0.435429,0.725714,1622.678313,124.626241,1114.842152,54.710097,766.073294,2.778344,12.79094,340.314301,1.760038,40.183922,1069.128906,5.529323,2.49113,121.257184,0.877927
d25_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,154,114,860.077704,0.132546,313.210697,0.398329,0.410526,0.917964,1684.507578,111.5202,1073.760842,90.009657,762.060654,8.007393,21.442504,314.822423,5.476658,67.363613,989.191801,17.205429,4.25448,104.282499,2.98322
d25_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,182,118,741.649437,0.159105,283.017209,0.416363,0.435429,1.133602,1445.434411,107.950494,974.000721,82.46171,640.396366,18.791361,18.736502,277.59029,13.707267,58.862457,872.075617,43.062648,3.578368,96.36441,8.007717
d25_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,113,73,745.895845,0.097869,289.584674,0.420622,0.435429,0.781618,1472.885612,107.352457,986.693293,61.431316,680.1042,4.360328,15.531824,295.722893,2.819513,48.794664,929.040867,8.857762,3.219372,102.693117,1.439967
d25_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,100,70,523.457918,0.133726,188.644784,0.394886,0.410526,0.580571,1029.817636,66.261509,647.64118,65.624254,457.833665,0,16.237882,189.912708,0,51.012811,596.628369,0,3.315963,62.945546,0
d25_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,59,37,566.279548,0.065339,200.700059,0.393225,0.435429,0.615789,1122.288653,69.885031,693.98273,75.583782,490.593135,0.102631,19.600869,201.237496,0.063199,61.577945,632.206239,0.198547,4.146841,65.707624,0.030566
d25_15_G02_1_3_T,glasshouse_b1,5489,T1,R3,T,138,100,553.977042,0.180513,206.983128,0.411088,0.435429,0.870857,1076.193434,78.088501,717.187734,67.893195,478.710737,7.373111,15.266996,207.835961,5.184989,47.962683,652.935927,16.289124,2.895422,72.314632,2.878447
d25_16_G02_1_4_T,glasshouse_b1,5489,T1,R4,T,127,81,551.900546,0.146766,203.006836,0.401157,0.435429,0.649099,1082.207736,73.390844,696.526992,74.95075,476.128744,0.821052,17.258418,203.940578,0.512432,54.218918,640.698221,1.609853,3.345908,69.793619,0.251318
d25_17_G03_0_1_T,glasshouse_b1,CALINGIRI,T0,R1,T,173,125,949.437276,0.131657,344.652372,0.402287,0.435429,0.870857,1856.589641,126.649505,1202.900398,132.474624,802.506716,14.455935,34.771086,337.862347,10.218226,109.236588,1061.562305,32.101505,7.421661,113.52504,5.702804
d25_18_G03_0_2_T,glasshouse_b1,CALINGIRI,T0,R2,T,172,122,875.398276,0.139365,320.520755,0.405451,0.435429,0.740086,1713.563718,118.669705,1116.395526,127.023222,736.528669,11.846385,33.007931,314.423579,7.904669,103.697474,987.864801,24.833251,6.994017,107.514106,4.161582
d25_19_G03_0_3_T,glasshouse_b1,CALINGIRI,T0,R3,T,139,87,917.696648,0.094803,338.706367,0.405849,0.435429,0.649099,1815.912691,122.769824,1173.93342,104.324937,813.196509,0.175203,28.092871,345.468018,0.113724,88.256358,1085.319788,0.357274,6.100428,116.61142,0.057977
d25_20_G03_0_4_T,glasshouse_b1,CALINGIRI,T0,R4,T,159,111,1007.805486,0.11014,365.360691,0.402788,0.435429,1.026315,1979.46207,134.0802,1275.441429,130.220271,863.96492,13.620296,33.46517,362.961275,9.482273,105.227527,1140.276475,29.937427,7.038602,121.723632,5.317966
d25_21_G03_1_1_T,glasshouse_b1,CALINGIRI,T1,R1,T,144,118,803.976031,0.146771,282.516881,0.394798,0.435429,0.781618,1570.678487,102.871302,1000.367876,129.952599,667.906802,6.11663,34.423233,279.749462,4.25429,108.143775,878.858855,13.365246,7.421558,93.11708,2.332664
d25_22_G03_1_2_T,glasshouse_b1,CALINGIRI,T1,R2,T,119,79,637.446699,0.123932,231.172678,0.401841,0.435429,0.580571,1255.641706,83.005137,805.049638,64.951214,572.495485,0,17.110567,239.073404,0,53.754432,751.295206,0,3.661946,79.343191,0
d25_23_G03_1_3_T,glasshouse_b1,CALINGIRI,T1,R3,T,125,77,572.901372,0.134404,209.727033,0.402007,0.435429,0.615789,1125.398454,76.081786,726.30607,73.345482,499.453258,0.102631,17.506392,213.620811,0.063199,54.997951,671.109572,0.198547,3.485329,72.565891,0.030566
d25_24_G03_1_4_T,glasshouse_b1,CALINGIRI,T1,R4,T,92,60,740.642108,0.081011,260.555108,0.389024,0.410526,0.580571,1465.074481,90.682413,904.322088,99.428318,641.21379,0,25.533169,262.321492,0,80.214817,824.107271,0,5.381002,85.30141,0
d25_25_G04_0_1_S,glasshouse_b1,Forrest,T0,R1,S,99,59,481.76603,0.122466,182.440715,0.412162,0.435429,1.04664,945.760973,68.661722,626.459894,58.802021,411.988482,10.975528,13.349382,178.072329,7.986666,41.938321,559.430721,25.090851,2.546199,61.400127,4.715396
d25_26_G04_0_2_S,glasshouse_b1,Forrest,T0,R2,S,115,73,464.257885,0.15724,175.915382,0.414977,0.435429,0.846321,907.535182,65.958223,609.726577,45.855865,416.046654,2.355367,11.140143,181.299915,1.64194,34.99779,569.570481,5.158305,2.250439,62.800647,0.907136
d25_27_G04_0_3_S,glasshouse_b1,Forrest,T0,R3,S,117,67,580.897136,0.115339,210.933087,0.399297,0.435429,0.649099,1149.453589,75.982699,729.665103,75.262917,504.945858,0.68836,18.107171,213.70905,0.443395,56.885354,671.386782,1.392967,3.606082,72.152227,0.22439
d25_28_G04_0_4_S,glasshouse_b1,Forrest,T0,R4,S,130,76,510.928482,0.148749,186.927868,0.400139,0.435429,0.725714,1003.123953,67.600438,645.036617,65.925221,443.794449,1.208812,15.912154,188.575653,0.833725,49.989505,592.427887,2.619224,3.174024,63.973402,0.453012
d25_29_G04_1_1_S,glasshouse_b1,Forrest,T1,R1,S,79,35,278.494255,0.125676,88.847749,0.350802,0.410526,0.580571,549.767836,29.518209,308.689412,86.410627,192.083628,0,19.510282,78.748609,0,61.293359,247.396053,0,3.700125,25.818084,0
d25_30_G04_1_2_S,glasshouse_b1,Forrest,T1,R2,S,81,35,269.482428,0.129879,88.774016,0.361008,0.410526,0.598439,531.370126,29.987236,308.748987,70.690399,198.792029,0,17.032963,81.244892,0,53.510633,255.238355,0,3.427553,26.559683,0
d25_31_G04_1_3_S,glasshouse_b1,Forrest,T1,R3,S,100,56,300.992068,0.186051,100.729226,0.366331,0.410526,0.580571,589.688986,34.250267,349.623954,67.234528,233.75754,0,16.187568,95.101193,0,50.854745,298.769209,0,3.222892,31.027375,0
d25_32_G04_1_4_S,glasshouse_b1,Forrest,T1,R4,S,77,29,278.482018,0.104136,100.265764,0.38879,0.435429,0.580571,550.784266,35.557067,342.077537,53.512852,224.969166,0,11.896107,96.923936,0,37.372724,304.704813,0,2.235933,33.321134,0
d25_33_G05_0_1_S,glasshouse_b1,Hartog,T0,R1,S,141,69,557.763359,0.123708,199.320207,0.391555,0.435429,0.725714,1097.884416,71.75778,690.301113,94.518882,459.337186,3.907291,22.266448,195.006964,2.456257,69.952108,612.632446,7.716559,4.391806,66.150126,1.215848
d25_34_G05_0_2_S,glasshouse_b1,Hartog,T0,R2,S,163,93,802.364165,0.115907,302.514207,0.410084,0.435429,0.870857,1578.692645,110.754649,1036.202486,76.868919,717.706452,7.788794,18.450532,306.013576,5.369387,57.964057,961.370003,16.868427,3.688471,104.122513,2.943665
d25_35_G05_0_3_S,glasshouse_b1,Hartog,T0,R3,S,155,87,491.690645,0.176941,175.430854,0.389763,0.410526,0.725714,961.84378,63.895925,607.489345,90.082961,400.393714,1.213969,20.268674,172.310427,0.790763,63.675918,541.329172,2.484255,3.855558,59.634054,0.406313
d25_36_G05_0_4_S,glasshouse_b1,Hartog,T0,R4,S,226,122,676.919173,0.180228,237.898142,0.38438,0.435429,0.649099,1324.745597,85.705036,822.464018,145.826667,530.609408,0.483097,31.390488,230.09678,0.311161,98.616126,722.870353,0.97754,5.722737,79.824838,0.157461
d25_37_G05_1_1_S,glasshouse_b1,Hartog,T1,R1,S,75,37,289.885896,0.127636,103.883927,0.392628,0.435429,0.598439,570.540999,37.294044,359.480365,50.410256,239.47564,0,12.024238,102.401916,0,37.775258,321.705107,0,2.394719,34.899325,0
d25_38_G05_1_2_S,glasshouse_b1,Hartog,T1,R2,S,159,75,538.17466,0.13936,188.407786,0.381676,0.435429,0.725714,1062.284533,65.936389,648.389668,114.208505,423.790952,0.175203,27.039057,179.2305,0.119284,84.945703,563.069224,0.374742,5.360628,60.511781,0.06398
d25_39_G05_1_3_S,glasshouse_b1,Hartog,T1,R3,S,91,47,296.654051,0.158434,106.095904,0.390965,0.435429,0.725714,580.535012,37.99559,368.028841,46.608618,249.549884,0.495549,11.151606,105.621936,0.340368,35.033804,331.925741,1.069296,2.234836,35.576067,0.184686
d25_40_G05_1_4_S,glasshouse_b1,Hartog,T1,R4,S,91,47,473.375883,0.099287,180.929197,0.411913,0.435429,0.649099,934.650313,65.885301,615.397802,49.569459,423.293267,0.513157,12.123218,183.441152,0.322834,38.086214,576.297375,1.014213,2.461307,63.264373,0.159621
d25_41_G06_0_1_S,glasshouse_b1,3811,T0,R1,S,161,99,726.287553,0.13631,254.782901,0.387384,0.435429,0.725714,1426.424703,90.545227,887.311017,142.641551,575.517116,8.128885,36.848891,240.001898,5.58908,115.764204,753.9882,17.558613,7.781195,79.73072,3.033312
d25_42_G06_0_2_S,glasshouse_b1,3811,T0,R2,S,183,109,882.100294,0.123569,319.804495,0.394513,0.410526,0.649099,1737.817518,114.762143,1101.243969,123.390011,758.402389,0.307894,28.121317,322.21909,0.196435,88.345722,1012.281127,0.61712,5.376634,109.28702,0.098489
d25_43_G06_0_3_S,glasshouse_b1,3811,T0,R3,S,217,143,1001.321145,0.142811,387.327731,0.423243,0.435429,0.740086,1957.393151,148.294497,1336.759184,93.404523,904.122278,3.794344,21.741465,401.039753,2.612398,68.302827,1260.249266,8.207091,4.244825,142.630667,1.419005
d25_44_G06_0_4_S,glasshouse_b1,3811,T0,R4,S,189,119,1004.86094,0.118424,360.457475,0.393115,0.435429,0.821052,1978.430106,128.168086,1239.950322,164.821155,834.503726,5.536059,39.597956,351.236993,3.853498,124.400647,1103.443556,12.106119,7.924437,118.126194,2.117455
d25_45_G06_1_1_S,glasshouse_b1,3811,T1,R1,S,162,80,605.660198,0.132087,213.271463,0.384763,0.435429,0.649099,1194.409851,74.63997,732.478032,120.393068,484.536259,0.730872,27.578081,205.105929,0.470989,86.639096,644.35928,1.479656,5.318216,69.083296,0.238457
d25_46_G06_1_2_S,glasshouse_b1,3811,T1,R2,S,109,61,536.390801,0.113723,191.583554,0.393792,0.435429,0.725714,1059.109732,68.514243,666.85556,75.18467,460.753094,0.453037,18.658384,193.295284,0.313049,58.617043,607.255044,0.983473,3.838269,64.505562,0.170413
d25_47_G06_1_3_S,glasshouse_b1,3811,T1,R3,S,112,66,476.508539,0.138507,164.992428,0.383241,0.410526,0.725714,937.408546,57.676128,577.956299,76.660116,399.280303,0.56812,20.297643,163.295093,0.376468,63.766926,513.006665,1.182708,4.352801,53.126718,0.196608
d25_48_G06_1_4_S,glasshouse_b1,3811,T1,R4,S,114,72,612.024022,0.117642,218.690807,0.39315,0.435429,0.725714,1204.096791,77.859153,756.717546,84.080163,526.650024,1.293834,19.548982,220.421661,0.900033,61.414939,692.47507,2.827538,3.788517,73.577482,0.493154
d29_01_G01_0_1_T,glasshouse_b1,Gladius,T0,R1,T,257,151,915.461118,0.164944,337.821576,0.404076,0.435429,0.917964,1789.904122,125.175193,1164.126776,145.579778,763.784456,6.096885,33.40473,332.826842,4.274384,104.944054,1045.75435,13.428373,6.444468,116.354391,2.376334
d29_02_G01_0_2_T,glasshouse_b1,Gladius,T0,R2,T,195,141,948.325786,0.148683,374.082201,0.430118,0.435429,0.781618,1852.488869,144.206501,1287.933641,69.993493,873.159091,5.173201,16.49378,390.000469,3.467762,51.816738,1225.222607,10.894296,3.232851,139.134935,1.838714
d29_03_G01_0_3_T,glasshouse_b1,Gladius,T0,R3,T,195,127,917.779346,0.138377,345.890026,0.411952,0.435429,0.725714,1797.692979,128.888107,1191.421452,102.41458,811.112227,4.252539,24.089444,352.347087,2.771387,75.67922,1107.035663,8.706568,4.739848,122.724372,1.423887
d29_04_G01_0_4_T,glasshouse_b1,Gladius,T0,R4,T,255,183,1111.51332,0.16464,404.354688,0.402766,0.435429,0.781618,2171.009345,149.361598,1406.734967,178.178722,928.747125,4.587472,43.260621,401.376261,3.140766,135.907248,1260.960712,9.867007,8.699024,138.967182,1.695392
d29_05_G01_1_1_T,glasshouse_b1,Gladius,T1,R1,T,175,103,850.034012,0.121172,312.699835,0.402532,0.435429,0.870857,1670.805229,114.311015,1077.426264,132.334272,710.729861,6.969878,32.976952,304.855502,5.085,103.600149,957.851116,15.974999,6.785145,104.596662,2.929208
d29_06_G01_1_2_T,glasshouse_b1,Gladius,T1,R2,T,199,149,612.106023,0.243422,208.779043,0.387288,0.410526,0.973648,1169.744932,80.613611,749.91204,181.98735,399.832217,30.286455,47.243943,170.289751,21.137413,148.421224,535.085674,66.405142,10.005411,58.877856,11.730344
d29_07_G01_1_3_T,glasshouse_b1,Gladius,T1,R3,T,128,82,702.824063,0.116672,244.033745,0.385806,0.410526,0.781618,1380.783898,87.068843,853.827209,154.004321,544.660405,4.159338,40.308953,228.674003,2.798686,126.634311,718.400566,8.792332,8.6122,76.972327,1.484316
d29_08_G01_1_4_T,glasshouse_b1,Gladius,T1,R4,T,182,122,677.496938,0.180075,232.294466,0.381658,0.410526,0.870857,1323.165294,84.066567,814.097948,189.395097,472.592552,15.509289,48.91954,199.563238,10.652647,153.685268,626.946403,33.466276,10.323155,67.96562,5.777792
d29_09_G02_0_1_T,glasshouse_b1,5489,T0,R1,T,225,139,974.905815,0.142578,384.489027,0.434262,0.435429,1.338151,1903.207652,154.79496,1328.29365,109.573883,834.178527,31.153406,23.565414,376.046147,23.15401,74.032931,1181.520252,72.740467,4.312104,136.612198,13.870657
d29_10_G02_0_1_T,glasshouse_b1,5489,T0,R2,T,233,189,1124.854037,0.168022,424.662745,0.414184,0.435429,0.973648,2190.685684,159.726599,1461.753301,117.794351,995.613512,11.446174,27.734914,429.454568,8.101045,87.131802,1349.171315,25.450184,5.458865,149.665277,4.602456
d29_11_G02_0_3_T,glasshouse_b1,5489,T0,R3,T,190,124,840.668114,0.147502,324.375915,0.420884,0.435429,0.88287,1642.405961,124.097388,1112.835087,91.347254,732.950144,16.370716,20.538689,321.706964,11.980757,64.524194,1010.672235,37.638659,3.884025,113.282244,6.931119
d29_12_G02_0_4_T,glasshouse_b1,5489,T0,R4,T,154,118,914.811578,0.128988,349.292257,0.41834,0.435429,0.88287,1791.755673,130.896486,1203.133012,82.846448,826.344048,5.621081,20.674872,358.270371,4.008992,64.998824,1125.539566,12.594621,4.261147,124.35916,2.276179
d29_13_G02_1_1_T,glasshouse_b1,5489,T1,R1,T,107,67,579.48071,0.115621,210.137829,0.396164,0.410526,0.725714,1143.352887,74.576366,719.408372,85.117678,489.137005,5.226028,22.009673,203.614009,3.371116,69.145426,639.672274,10.590673,4.644569,68.218484,1.713314
d29_14_G02_1_2_T,glasshouse_b1,5489,T1,R2,T,87,63,633.928356,0.09938,229.766492,0.398665,0.435429,0.598439,1249.236649,80.791863,790.102377,74.720218,559.208138,0,19.900857,231.59654,0,62.520387,727.58199,0,4.28396,76.507903,0
